operation_date;symbol;interval;operation;amount_invested;balance;take_profit;stop_loss;purchase_price;sell_price;PnL;rsi;status
1696078768187;SOLUSDT;1m;SELL;100.0;6601.08;20.5434;19.9332;20.34;20.559999;1.081609;69.58;SOBE
1696078857706;LTCUSDT;15m;BUY;100.0;6501.08;66.2257;64.2586;65.57;0.0;0.0;46.27;SOBE
1696078858651;AVAXUSDT;15m;BUY;100.0;6401.08;9.0585;9.333;9.15;0.0;0.0;37.85;CAI
1696078870766;BNBUSDT;30m;BUY;100.0;6301.08;211.479497;221.140997;214.699997;0.0;0.0;42.31;CAI
1696078874641;MATICUSDT;5m;BUY;100.0;6201.08;0.53521;0.511481;0.5273;0.0;0.0;64.51;SOBE
1696078893357;UNIUSDT;1m;BUY;100.0;6101.08;4.39164;4.52472;4.436;0.0;0.0;47.54;CAI
1696079043609;SOLUSDT;1m;BUY;100.0;6001.08;20.745401;20.129201;20.540001;0.0;0.0;69.41;SOBE
1696079167297;ATOMUSDT;5m;BUY;100.0;5901.08;7.28614;7.06972;7.214;0.0;0.0;62.91;SOBE
1696079175849;SOLUSDT;5m;BUY;100.0;5801.08;20.2713;21.1974;20.58;0.0;0.0;76.66;CAI
1696079342487;SOLUSDT;30m;SELL;100.0;5902.8;20.63495;19.7201;20.33;20.68;1.721596;61.42;SOBE
1696079943885;SOLUSDT;1m;SELL;100.0;6004.12;20.745401;20.129201;20.540001;20.809999;1.314501;69.41;SOBE
1696080179972;SOLUSDT;1m;BUY;100.0;5904.12;20.681099;21.307799;20.889999;0.0;0.0;87.36;CAI
1696080407492;AVAXUSDT;1m;BUY;100.0;5804.12;9.0783;9.3534;9.17;0.0;0.0;58.54;CAI
1696080640351;SOLUSDT;30m;BUY;100.0;5704.12;21.315;20.37;21.0;0.0;0.0;79.84;SOBE
1696080790863;LINKUSDT;1m;BUY;100.0;5604.12;8.13978;8.38644;8.222;0.0;0.0;70.86;CAI
1696080939663;UNIUSDT;5m;BUY;100.0;5504.12;4.501525;4.30195;4.435;0.0;0.0;46.41;SOBE
1696080950477;DOTUSDT;5m;BUY;100.0;5404.12;4.05999;4.18302;4.101;0.0;0.0;65.42;CAI
1696082147803;XRPUSDT;5m;BUY;100.0;5304.12;0.509541;0.532819;0.5173;0.0;0.0;38.82;CAI
1696082416079;DOGEUSDT;30m;BUY;100.0;5204.12;0.063179;0.059462;0.06194;0.0;0.0;55.11;SOBE
1696082512585;MATICUSDT;1m;BUY;100.0;5104.12;0.537522;0.521556;0.5322;0.0;0.0;63.57;SOBE
1696083316681;WBTCUSDT;5m;BUY;100.0;5004.12;27444.900205;26228.13123;27039.310547;0.0;0.0;64.88;SOBE
1696083343079;SOLUSDT;15m;BUY;100.0;4904.12;20.5702;21.8296;20.99;0.0;0.0;74.17;CAI
1696083616302;LINKUSDT;5m;BUY;100.0;4804.12;8.28849;7.92102;8.166;0.0;0.0;54.98;SOBE
1696084485549;TRXUSDT;1m;BUY;100.0;4704.12;0.089456;0.086799;0.08857;0.0;0.0;32.38;SOBE
1696085321648;SOLUSDT;5m;SELL;100.0;4801.11;20.2713;21.1974;20.58;21.200001;-3.012638;76.66;CAI
1696085336279;SOLUSDT;5m;BUY;100.0;4701.11;20.95095;21.9081;21.27;0.0;0.0;75.89;CAI
1696085338158;LINKUSDT;1m;SELL;100.0;4802.11;8.13978;8.38644;8.222;8.139;1.009489;70.86;CAI
1696085386110;LINKUSDT;1m;BUY;100.0;4702.11;8.05464;8.29872;8.136;0.0;0.0;33.72;CAI
1696085448214;SOLUSDT;30m;SELL;100.0;4804.02;21.315;20.37;21.0;21.4;1.90476;79.84;SOBE
1696085452677;SOLUSDT;1m;SELL;100.0;4901.34;20.681099;21.307799;20.889999;21.450001;-2.680715;87.36;CAI
1696085460939;SOLUSDT;30m;BUY;100.0;4801.34;21.73115;20.7677;21.41;0.0;0.0;79.12;SOBE
1696085490386;SOLUSDT;1m;BUY;100.0;4701.34;21.6443;21.0014;21.43;0.0;0.0;84.55;SOBE
1696086015959;UNIUSDT;15m;BUY;100.0;4601.34;4.39857;4.53186;4.443;0.0;0.0;50.15;CAI
1696086024693;XMRUSDT;15m;BUY;100.0;4501.34;145.035;149.43;146.5;0.0;0.0;62.04;CAI
1696086025861;XMRUSDT;30m;BUY;100.0;4401.34;148.6975;142.105;146.5;0.0;0.0;61.61;SOBE
1696086467118;MATICUSDT;5m;SELL;100.0;4502.89;0.53521;0.511481;0.5273;0.5355;1.55509;64.51;SOBE
1696086921462;ADAUSDT;5m;BUY;100.0;4402.89;0.247925;0.259251;0.2517;0.0;0.0;63.61;CAI
1696086949462;MATICUSDT;5m;BUY;100.0;4302.89;0.543025;0.51895;0.535;0.0;0.0;69.25;SOBE
1696087026735;LTCUSDT;15m;SELL;100.0;4403.9;66.2257;64.2586;65.57;66.230003;1.006563;46.27;SOBE
1696088796044;ETHUSDT;15m;SELL;100.0;4504.94;1693.052939;1642.764238;1676.290039;1693.72998;1.040389;57.84;SOBE
1696088802015;BCHUSDT;5m;SELL;100.0;4505.13;237.653003;230.594003;235.300003;238.199997;1.232467;66.02;SOBE
1696088815781;ETHUSDT;15m;BUY;100.0;4405.13;1709.6775;1658.895;1692.75;0.0;0.0;71.61;SOBE
1696089698737;WBTCUSDT;1m;BUY;100.0;4305.13;27291.987227;26481.334141;27021.769531;0.0;0.0;39.59;SOBE
1696090082414;SOLUSDT;1m;SELL;100.0;4406.44;21.6443;21.0014;21.43;21.709999;1.306574;84.55;SOBE
1696090170617;SOLUSDT;30m;SELL;100.0;4508.03;21.73115;20.7677;21.41;21.75;1.588044;79.12;SOBE
1696090192160;SOLUSDT;30m;BUY;100.0;4408.03;22.09655;21.1169;21.77;0.0;0.0;83.28;SOBE
1696090439961;ADAUSDT;1m;SELL;100.0;4509.06;0.253308;0.245784;0.2508;0.2534;1.036676;68.01;SOBE
1696090479672;SOLUSDT;1m;BUY;100.0;4409.06;21.413699;22.062599;21.629999;0.0;0.0;59.5;CAI
1696090488495;ADAUSDT;1m;BUY;100.0;4309.06;0.250767;0.258366;0.2533;0.0;0.0;63.67;CAI
1696091257455;DOGEUSDT;5m;SELL;100.0;4410.08;0.062408;0.060554;0.06179;0.06242;1.01958;45.51;SOBE
1696091264278;DOGEUSDT;1m;SELL;100.0;4511.09;0.062448;0.060593;0.06183;0.06245;1.00275;39.07;SOBE
1696091325009;DOGEUSDT;1m;BUY;100.0;4411.09;0.062923;0.061054;0.0623;0.0;0.0;57.71;SOBE
1696091424891;ETHUSDT;30m;BUY;100.0;4311.09;1713.55916;1612.761562;1679.959961;0.0;0.0;59.05;SOBE
1696093227044;DOTUSDT;1h;BUY;100.0;4211.09;4.2066;3.8988;4.104;0.0;0.0;59.09;SOBE
1696093229077;LTCUSDT;30m;BUY;100.0;4111.09;65.344896;68.330196;66.339996;0.0;0.0;67.47;CAI
1696093391702;SOLUSDT;1m;SELL;100.0;4212.2;21.413699;22.062599;21.629999;21.389999;1.109569;59.5;CAI
1696094229909;XRPUSDT;1h;BUY;100.0;4112.2;0.512028;0.527544;0.5172;0.0;0.0;48.7;CAI
1696094331612;LINKUSDT;1h;BUY;100.0;4012.2;8.29458;7.92684;8.172;0.0;0.0;60.75;SOBE
1696094366562;AVAXUSDT;1h;BUY;100.0;3912.2;9.1773;9.4554;9.27;0.0;0.0;61.97;CAI
1696094445148;BTCUSDT;1h;BUY;100.0;3812.2;27271.201348;26461.165664;27001.189453;0.0;0.0;58.21;SOBE
1696094461848;DOGEUSDT;1h;BUY;100.0;3712.2;0.062802;0.060936;0.06218;0.0;0.0;59.01;SOBE
1696094563839;XLMUSDT;1h;BUY;100.0;3612.2;0.111474;0.114852;0.1126;0.0;0.0;46.16;CAI
1696094857314;SOLUSDT;1m;BUY;100.0;3512.2;21.924;20.952;21.6;0.0;0.0;56.6;SOBE
1696095049765;ADAUSDT;30m;BUY;100.0;3412.2;0.248724;0.263952;0.2538;0.0;0.0;71.41;CAI
1696096823419;SOLUSDT;1h;BUY;100.0;3312.2;21.8022;20.8356;21.48;0.0;0.0;82.86;SOBE
1696096838468;XLMUSDT;15m;BUY;100.0;3212.2;0.110348;0.117104;0.1126;0.0;0.0;51.33;CAI
1696096844764;ADAUSDT;1h;SELL;100.0;3313.71;0.254765;0.24347;0.251;0.2548;1.513941;50.9;SOBE
1696099079168;LINKUSDT;30m;SELL;100.0;3414.84;8.12097;8.36706;8.203;8.11;1.133736;80.14;CAI
1696099098380;LINKUSDT;30m;BUY;100.0;3314.84;8.1911;7.9478;8.11;0.0;0.0;47.03;SOBE
1696103487052;LINKUSDT;30m;SELL;100.0;3415.88;8.1911;7.9478;8.11;8.194;1.035766;47.03;SOBE
1696103499253;LINKUSDT;30m;BUY;100.0;3315.88;8.26483;8.01934;8.183;0.0;0.0;56.51;SOBE
1696104013828;TRXUSDT;5m;BUY;100.0;3215.88;0.090132;0.086136;0.0888;0.0;0.0;53.98;SOBE
1696106330503;ATOMUSDT;1h;SELL;100.0;3316.89;7.27907;7.06286;7.207;7.28;1.012907;62.09;SOBE
1696106344443;ATOMUSDT;1h;BUY;100.0;3216.89;7.20621;7.42458;7.279;0.0;0.0;71.04;CAI
1696106578744;ATOMUSDT;5m;SELL;100.0;3317.92;7.28614;7.06972;7.214;7.288;1.025785;62.91;SOBE
1696106707880;LTCUSDT;15m;BUY;100.0;3217.92;65.716197;67.707597;66.379997;0.0;0.0;57.02;CAI
1696107611412;XMRUSDT;1h;BUY;100.0;3117.92;149.205;142.59;147.0;0.0;0.0;59.95;SOBE
1696107612622;DOTUSDT;15m;BUY;100.0;3017.92;4.15615;4.0327;4.115;0.0;0.0;59.95;SOBE
1696107637971;UNIUSDT;1h;BUY;100.0;2917.92;4.52284;4.32232;4.456;0.0;0.0;55.98;SOBE
1696107640454;BTCUSDT;30m;BUY;100.0;2817.92;26658.188135;27876.074902;27064.150391;0.0;0.0;68.71;CAI
1696108703150;XRPUSDT;1m;BUY;100.0;2717.92;0.509343;0.532613;0.5171;0.0;0.0;51.14;CAI
1696110926257;XLMUSDT;5m;BUY;100.0;2617.92;0.111078;0.114444;0.1122;0.0;0.0;32.17;CAI
1696122012343;XMRUSDT;5m;BUY;100.0;2517.92;147.561006;143.178006;146.100006;0.0;0.0;37.6;SOBE
1696124308155;XMRUSDT;1m;BUY;100.0;2417.92;144.837003;149.226003;146.300003;0.0;0.0;57.23;CAI
1696126589463;MATICUSDT;1m;SELL;100.0;2519.05;0.537522;0.521556;0.5322;0.5382;1.1274;63.57;SOBE
1696126606049;MATICUSDT;1m;BUY;100.0;2419.05;0.532521;0.548658;0.5379;0.0;0.0;76.04;CAI
1696128865555;ATOMUSDT;1h;SELL;100.0;2520.05;7.20621;7.42458;7.279;7.206;1.002884;71.04;CAI
1696128874577;ATOMUSDT;1h;BUY;100.0;2420.05;7.27907;7.06286;7.207;0.0;0.0;48.51;SOBE
1696130476945;MATICUSDT;1m;SELL;100.0;2521.05;0.532521;0.548658;0.5379;0.5325;1.003893;76.04;CAI
1696131003593;AVAXUSDT;15m;SELL;100.0;2618.98;9.0585;9.333;9.15;9.34;-2.076504;37.85;CAI
1696131762851;AVAXUSDT;5m;SELL;100.0;2716.9;9.0684;9.3432;9.16;9.35;-2.07424;37.6;CAI
1696136433780;AVAXUSDT;5m;BUY;100.0;2616.9;9.2367;9.5166;9.33;0.0;0.0;56.16;CAI
1696137957164;AVAXUSDT;1m;SELL;100.0;2714.83;9.0783;9.3534;9.17;9.36;-2.07197;58.54;CAI
1696138061654;UNIUSDT;30m;SELL;100.0;2815.96;4.4844;4.3512;4.44;4.49;1.126121;48.36;SOBE
1696138071683;UNIUSDT;30m;BUY;100.0;2715.96;4.53086;4.39628;4.486;0.0;0.0;61.92;SOBE
1696138974140;UNIUSDT;5m;SELL;100.0;2817.58;4.501525;4.30195;4.435;4.507;1.623449;46.41;SOBE
1696138992541;UNIUSDT;5m;BUY;100.0;2717.58;4.44038;4.64324;4.508;0.0;0.0;84.24;CAI
1696140039104;DOTUSDT;30m;SELL;100.0;2819.1;4.14729;3.96342;4.086;4.148;1.517371;50.59;SOBE
1696140048980;DOTUSDT;30m;BUY;100.0;2719.1;4.08578;4.27244;4.148;0.0;0.0;76.23;CAI
1696140511004;DOTUSDT;15m;SELL;100.0;2820.12;4.15615;4.0327;4.115;4.157;1.020663;59.95;SOBE
1696140524682;DOTUSDT;15m;BUY;100.0;2720.12;4.11543;4.24014;4.157;0.0;0.0;78.52;CAI
1696140722887;AVAXUSDT;1h;SELL;100.0;2818.07;9.1773;9.4554;9.27;9.46;-2.049618;61.97;CAI
1696140751657;AVAXUSDT;1h;BUY;100.0;2718.07;9.5546;9.2708;9.46;0.0;0.0;77.32;SOBE
1696142977238;UNIUSDT;1h;SELL;100.0;2819.57;4.52284;4.32232;4.456;4.523;1.503589;55.98;SOBE
1696142989602;UNIUSDT;1h;BUY;100.0;2719.57;4.45614;4.65972;4.524;0.0;0.0;67.86;CAI
1696143038052;UNIUSDT;1m;SELL;100.0;2817.56;4.39164;4.52472;4.436;4.525;-2.006314;47.54;CAI
1696143172902;BCHUSDT;1m;SELL;100.0;2915.56;232.550994;239.597994;234.899994;239.600006;-2.000857;56.06;CAI
1696143174088;BCHUSDT;30m;SELL;100.0;2919.57;239.597994;225.503994;234.899994;239.600006;2.000857;50.78;SOBE
1696143184338;BCHUSDT;30m;BUY;100.0;2819.57;234.71;249.08;239.5;0.0;0.0;65.65;CAI
1696143641816;BCHUSDT;1m;BUY;100.0;2719.57;236.907003;244.086003;239.300003;0.0;0.0;65.09;CAI
1696145312171;LINKUSDT;1m;SELL;100.0;2820.61;8.05464;8.29872;8.136;8.051;1.044744;33.72;CAI
1696147229602;MATICUSDT;1h;BUY;100.0;2720.61;0.530541;0.546618;0.5359;0.0;0.0;62.78;CAI
1696148812089;XMRUSDT;5m;SELL;100.0;2821.64;147.561006;143.178006;146.100006;147.600006;1.026694;37.6;SOBE
1696150786089;UNIUSDT;30m;SELL;100.0;2922.64;4.53086;4.39628;4.486;4.531;1.003123;61.92;SOBE
1696150796191;UNIUSDT;30m;BUY;100.0;2822.64;4.48569;4.62162;4.531;0.0;0.0;69.1;CAI
1696150835699;ATOMUSDT;15m;BUY;100.0;2722.64;7.1511;7.4778;7.26;0.0;0.0;62.27;CAI
1696150854388;UNIUSDT;15m;SELL;100.0;2820.61;4.39857;4.53186;4.443;4.533;-2.025658;50.15;CAI
1696151757215;MATICUSDT;15m;SELL;100.0;2918.59;0.522621;0.538458;0.5279;0.5386;-2.026904;69.43;CAI
1696151786472;MATICUSDT;15m;BUY;100.0;2818.59;0.533313;0.549474;0.5387;0.0;0.0;66.98;CAI
1696152403242;BTCUSDT;15m;SELL;100.0;2919.61;27205.38959;26397.308711;26936.029297;27211.0;1.020829;48.45;SOBE
1696152412523;BTCUSDT;15m;BUY;100.0;2819.61;26951.642051;27768.358477;27223.880859;0.0;0.0;77.31;CAI
1696152458101;MATICUSDT;5m;SELL;100.0;2921.16;0.543025;0.51895;0.535;0.5433;1.551397;69.25;SOBE
1696152721737;AVAXUSDT;5m;SELL;100.0;3019.12;9.2367;9.5166;9.33;9.52;-2.036447;56.16;CAI
1696152761927;AVAXUSDT;5m;BUY;100.0;2919.12;9.4248;9.7104;9.52;0.0;0.0;67.82;CAI
1696152821211;AVAXUSDT;30m;SELL;100.0;3015.08;8.9768;9.5264;9.16;9.53;-4.039298;37.29;CAI
1696152885553;ATOMUSDT;1h;SELL;100.0;3116.11;7.27907;7.06286;7.207;7.281;1.026785;48.51;SOBE
1696152895694;ATOMUSDT;1h;BUY;100.0;3016.11;7.20819;7.42662;7.281;0.0;0.0;63.94;CAI
1696153780414;SOLUSDT;15m;SELL;100.0;3112.11;20.5702;21.8296;20.99;21.83;-4.001905;74.17;CAI
1696153787810;SOLUSDT;1h;SELL;100.0;3213.65;21.8022;20.8356;21.48;21.809999;1.536313;82.86;SOBE
1696153798019;SOLUSDT;1h;BUY;100.0;3113.65;21.472999;22.453999;21.799999;0.0;0.0;76.73;CAI
1696153855104;MATICUSDT;1h;SELL;100.0;3211.61;0.530541;0.546618;0.5359;0.5468;-2.033965;62.78;CAI
1696153862237;MATICUSDT;1h;BUY;100.0;3111.61;0.541629;0.558042;0.5471;0.0;0.0;79.15;CAI
1696153922310;AVAXUSDT;1h;SELL;100.0;3212.67;9.5546;9.2708;9.46;9.56;1.057087;77.32;SOBE
1696153964479;AVAXUSDT;1h;BUY;100.0;3112.67;9.4545;9.741;9.55;0.0;0.0;82.51;CAI
1696154547265;SOLUSDT;5m;SELL;100.0;3209.61;20.95095;21.9081;21.27;21.92;-3.055948;75.89;CAI
1696154559121;MATICUSDT;15m;SELL;100.0;3307.27;0.533313;0.549474;0.5387;0.5513;-2.338965;66.98;CAI
1696154560325;SOLUSDT;1m;SELL;100.0;3311.23;21.924;20.952;21.6;21.950001;1.620372;56.6;SOBE
1696154569040;MATICUSDT;15m;BUY;100.0;3211.23;0.545787;0.562326;0.5513;0.0;0.0;86.8;CAI
1696154569831;SOLUSDT;5m;BUY;100.0;3111.23;21.610901;22.598201;21.940001;0.0;0.0;80.81;CAI
1696154578772;SOLUSDT;1m;BUY;100.0;3011.23;21.610901;22.598201;21.940001;0.0;0.0;75.72;CAI
1696154618496;ADAUSDT;1m;SELL;100.0;3109.1;0.250767;0.258366;0.2533;0.2587;-2.131865;63.67;CAI
1696154618974;ADAUSDT;15m;SELL;100.0;3108.17;0.247235;0.25853;0.251;0.2587;-3.067734;42.49;CAI
1696154636479;ADAUSDT;1m;BUY;100.0;3008.17;0.256113;0.263874;0.2587;0.0;0.0;82.65;CAI
1696154678650;SOLUSDT;30m;SELL;100.0;3109.77;22.09655;21.1169;21.77;22.120001;1.607721;83.28;SOBE
1696154688127;SOLUSDT;30m;BUY;100.0;3009.77;21.83745;22.8351;22.17;0.0;0.0;84.68;CAI
1696154736411;DOTUSDT;5m;SELL;100.0;3107.75;4.05999;4.18302;4.101;4.184;-2.023897;65.42;CAI
1696154742881;XLMUSDT;1m;SELL;100.0;3110.84;0.113625;0.11025;0.1125;0.1137;1.066669;43.03;SOBE
1696154805270;LTCUSDT;1h;SELL;100.0;3208.78;64.973697;66.942597;65.629997;66.980003;-2.056996;56.13;CAI
1696154806276;SOLUSDT;5m;SELL;100.0;3201.86;21.610901;22.598201;21.940001;23.91;-8.979031;80.81;CAI
1696154809052;LTCUSDT;5m;SELL;100.0;3299.22;64.973697;66.942597;65.629997;67.360001;-2.635995;48.12;CAI
1696154812848;SOLUSDT;1h;SELL;100.0;3291.31;21.472999;22.453999;21.799999;24.1;-10.550465;76.73;CAI
1696154813055;LTCUSDT;1m;SELL;100.0;3299.12;64.963803;66.932403;65.620003;67.419998;-2.743059;18.59;CAI
1696154813133;BTCUSDT;1h;SELL;100.0;3302.88;27271.201348;26461.165664;27001.189453;27276.210938;1.018553;58.21;SOBE
1696154813311;SOLUSDT;1m;SELL;100.0;3291.92;21.610901;22.598201;21.940001;24.120001;-9.93619;75.72;CAI
1696154813730;ADAUSDT;5m;SELL;100.0;3298.4;0.247925;0.259251;0.2517;0.2604;-3.456495;63.61;CAI
1696154814750;LTCUSDT;1h;BUY;100.0;3198.4;66.627003;68.646003;67.300003;0.0;0.0;75.58;CAI
1696154815919;SOLUSDT;5m;BUY;100.0;3098.4;23.70895;24.7921;24.07;0.0;0.0;95.96;CAI
1696154822406;LTCUSDT;5m;BUY;100.0;2998.4;66.409202;68.421602;67.080002;0.0;0.0;85.8;CAI
1696154826810;SOLUSDT;30m;SELL;100.0;3193.85;21.83745;22.8351;22.17;23.18;-4.555707;84.68;CAI
1696154831441;BTCUSDT;1h;BUY;100.0;3093.85;27520.874531;26703.422813;27248.390625;0.0;0.0;75.06;SOBE
1696154839784;SOLUSDT;5m;SELL;100.0;3101.81;23.70895;24.7921;24.07;23.25;3.406729;95.96;CAI
1696154870882;MATICUSDT;1m;BUY;100.0;3001.81;0.549648;0.566304;0.5552;0.0;0.0;79.02;CAI
1696154922560;SOLUSDT;1m;BUY;100.0;2901.81;22.714099;23.751799;23.059999;0.0;0.0;86.8;CAI
1696154926343;ATOMUSDT;1m;BUY;100.0;2801.81;7.23888;7.45824;7.312;0.0;0.0;72.04;CAI
1696155325624;ADAUSDT;15m;BUY;100.0;2701.81;0.257479;0.269242;0.2614;0.0;0.0;85.49;CAI
1696156220931;SOLUSDT;30m;BUY;100.0;2601.81;22.467849;23.494299;22.809999;0.0;0.0;90.04;CAI
1696156368762;SOLUSDT;1m;SELL;100.0;2703.33;22.714099;23.751799;23.059999;22.709999;1.517781;86.8;CAI
1696156811959;MATICUSDT;5m;BUY;100.0;2603.33;0.545592;0.570517;0.5539;0.0;0.0;75.55;CAI
1696158029023;SOLUSDT;1h;BUY;100.0;2503.33;22.7535;23.793;23.1;0.0;0.0;88.27;CAI
1696158043568;AVAXUSDT;30m;BUY;100.0;2403.33;9.4766;10.0568;9.67;0.0;0.0;83.55;CAI
1696158055950;DOGEUSDT;1h;SELL;100.0;2704.36;0.062802;0.060936;0.06218;0.06282;1.029272;59.01;SOBE
1696158056871;SOLUSDT;1m;BUY;100.0;2604.36;22.7535;23.793;23.1;0.0;0.0;66.15;CAI
1696158084988;DOGEUSDT;1h;BUY;100.0;2504.36;0.062172;0.064056;0.0628;0.0;0.0;69.22;CAI
1696158612056;SOLUSDT;5m;BUY;100.0;2404.36;22.64515;23.6797;22.99;0.0;0.0;72.14;CAI
1696160706723;TRXUSDT;15m;BUY;100.0;2304.36;0.087269;0.092612;0.08905;0.0;0.0;65.16;CAI
1696160978531;BCHUSDT;1m;SELL;100.0;2405.36;236.907003;244.086003;239.300003;236.899994;1.002929;65.09;CAI
1696161032883;BCHUSDT;1m;BUY;100.0;2305.36;234.530994;241.637994;236.899994;0.0;0.0;30.33;CAI
1696161603988;UNIUSDT;15m;BUY;100.0;2205.36;4.52529;4.66242;4.571;0.0;0.0;63.2;CAI
1696161610824;BCHUSDT;15m;BUY;100.0;2105.36;231.868006;246.064006;236.600006;0.0;0.0;39.12;CAI
1696161621359;XMRUSDT;5m;BUY;100.0;2005.36;146.619006;151.062006;148.100006;0.0;0.0;48.73;CAI
1696161647742;BTCUSDT;1m;BUY;100.0;1905.36;26780.682119;28004.165059;27188.509766;0.0;0.0;42.85;CAI
1696161650471;AVAXUSDT;15m;BUY;100.0;1805.36;9.7364;9.4472;9.64;0.0;0.0;66.42;SOBE
1696161693298;BNBUSDT;1m;BUY;100.0;1705.36;214.037997;220.523997;216.199997;0.0;0.0;49.82;CAI
1696161934420;BCHUSDT;5m;BUY;100.0;1605.36;234.035994;241.127994;236.399994;0.0;0.0;31.41;CAI
1696162232995;AVAXUSDT;1m;BUY;100.0;1505.36;9.504;9.792;9.6;0.0;0.0;32.66;CAI
1696162471067;DOTUSDT;1m;BUY;100.0;1405.36;4.15008;4.27584;4.192;0.0;0.0;43.54;CAI
1696163305618;LINKUSDT;1m;BUY;100.0;1305.36;7.989335;8.35433;8.111;0.0;0.0;54.52;CAI
1696163614326;MATICUSDT;1h;SELL;100.0;1403.22;0.541629;0.558042;0.5471;0.5588;-2.138544;79.15;CAI
1696163627199;MATICUSDT;1h;BUY;100.0;1303.22;0.553806;0.570588;0.5594;0.0;0.0;82.91;CAI
