date;symbol;interval;target_margin;p_ema;min_rsi;max_rsi;amount_invested;stop_loss_multiplier;pnl
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;52;68;100.0;5;81.46
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;54;68;100.0;5;81.68
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;46;68;100.0;4;82.39
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;60;68;100.0;5;83.41
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;60;68;100.0;5;83.5
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;56;68;100.0;5;83.52
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;58;68;100.0;5;83.74
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;54;68;100.0;5;83.81
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;52;68;100.0;5;83.99
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;52;68;100.0;5;84.5
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;46;68;100.0;5;84.6
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;50;68;100.0;5;84.67
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;46;68;100.0;5;84.71
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;44;68;100.0;4;84.72
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;48;68;100.0;5;84.83
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;46;68;100.0;4;84.89
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;50;68;100.0;5;84.94
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;54;68;100.0;5;85.03
2024-01-01 13:11:42;ADAUSDT;5m;1.0;150;54;68;100.0;5;85.06
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;46;68;100.0;5;85.14
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;50;68;100.0;5;85.21
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;40;68;100.0;4;85.31
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;56;68;100.0;5;85.47
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;48;68;100.0;4;85.67
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;60;68;100.0;6;85.69
2024-01-01 13:11:42;ADAUSDT;5m;1.0;200;46;68;100.0;4;85.69
2024-01-01 13:11:42;ADAUSDT;5m;1.0;150;52;68;100.0;5;85.73
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;60;68;100.0;5;85.9
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;48;68;100.0;5;85.91
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;42;68;100.0;4;85.91
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;58;68;100.0;5;85.94
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;60;68;100.0;1;85.98
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;58;68;100.0;1;85.98
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;56;68;100.0;1;85.98
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;54;68;100.0;1;85.98
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;52;68;100.0;1;85.98
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;50;68;100.0;1;85.98
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;48;68;100.0;1;85.98
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;46;68;100.0;1;85.98
2024-01-01 13:11:42;ADAUSDT;5m;1.0;125;44;68;100.0;4;86.05
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;48;68;100.0;5;86.11
2024-01-01 13:11:42;ADAUSDT;5m;1.0;225;30;68;100.0;1;86.12
2024-01-01 13:11:42;ADAUSDT;5m;4.0;100;44;68;100.0;1;86.24
2024-01-01 13:11:42;ADAUSDT;5m;4.5;200;30;68;100.0;1;86.54
2024-01-01 13:11:42;ADAUSDT;5m;4.5;225;30;68;100.0;1;86.57
2024-01-01 13:11:42;ADAUSDT;5m;1.0;150;56;68;100.0;5;86.75
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;58;68;100.0;5;86.81
2024-01-01 13:11:42;ADAUSDT;5m;1.0;250;38;68;100.0;1;86.81
2024-01-01 13:11:42;ADAUSDT;5m;1.5;100;46;68;100.0;3;86.9
2024-01-01 13:11:42;ADAUSDT;5m;1.0;150;58;68;100.0;5;86.93
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;58;68;100.0;4;86.98
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;56;68;100.0;4;87.02
2024-01-01 13:11:42;ADAUSDT;5m;1.0;150;60;68;100.0;5;87.03
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;56;68;100.0;5;87.12
2024-01-01 13:11:42;ADAUSDT;5m;1.0;200;54;68;100.0;5;87.2
2024-01-01 13:11:42;ADAUSDT;5m;1.0;200;44;68;100.0;4;87.23
2024-01-01 13:11:42;ADAUSDT;5m;1.0;200;52;68;100.0;5;87.31
2024-01-01 13:11:42;ADAUSDT;5m;1.0;200;38;68;100.0;1;87.33
2024-01-01 13:11:42;ADAUSDT;5m;1.0;100;54;68;100.0;6;87.38
2024-01-01 13:11:42;ADAUSDT;5m;1.0;225;38;68;100.0;1;87.39
2024-01-01 13:11:42;ADAUSDT;5m;4.5;250;30;68;100.0;1;87.45
2024-01-01 13:11:42;ADAUSDT;5m;1.0;175;38;68;100.0;1;87.5
