date;symbol;interval;estimator;fix_imbalance_method;stop_loss;times_regression_profit_and_loss;features;final_value;CAI;ESTAVEL;SOBE;final_score
2023-10-20 07:31:20;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];118.9106061893398;0.4682539682539682;0.5960203609440075;0.1591348010814986;0.3136943846677335
2023-10-20 07:32:28;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume'];115.654169427097;0.3893298059964726;0.5775104118463674;0.239088451139436;0.3142091285679543
2023-10-20 07:27:56;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume'];307.4706062364965;0.3646384479717813;0.5974086071263304;0.2692159134801081;0.3169271807259447
2023-10-20 07:28:54;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades'];213.09197733098955;0.4237213403880071;0.5765849143914854;0.2108922363847045;0.3173067883863558
2023-10-20 07:34:27;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];149.28227396342385;0.3787477954144621;0.5849143914854235;0.2580146774816531;0.3183812364480576
2023-10-20 07:29:29;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume'];224.0076423377828;0.4537037037037037;0.5950948634891254;0.1850135187331016;0.3193586112184026
2023-10-20 07:30:45;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];108.44697909046442;0.427689594356261;0.5617769551133734;0.216685979142526;0.3221877867493935
2023-10-20 07:27:11;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'taker_buy_quote_asset_volume'];267.05624895074936;0.47663139329806;0.5807496529384544;0.1687910390112012;0.3227112161546306
2023-10-20 07:33:11;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];227.00417920047727;0.3474426807760141;0.4007403979639056;0.2993433758207802;0.3233930282983971
2023-10-20 07:36:57;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];161.15186301918584;0.3527336860670194;0.3697362332253586;0.2958671301660873;0.3243004081165533
2023-10-20 07:26:59;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades'];187.1105076179688;0.4462081128747795;0.5858398889403054;0.2105059868675164;0.328357049871148
2023-10-20 07:38:52;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];81.39677134016345;0.3871252204585538;0.3928736695974086;0.2696021629972963;0.328363691727925
2023-10-20 07:36:00;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];266.15737380096215;0.4179894179894179;0.5705691809347524;0.2410196987253766;0.3295045583573973
2023-10-20 07:36:13;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_200p'];263.79868757292905;0.4113756613756614;0.4701527070800555;0.2526071842410197;0.3319914228083405
2023-10-20 07:34:33;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];186.2144605890882;0.3888888888888889;0.4155483572420176;0.2765546543066821;0.3327217715977855
2023-10-20 07:32:47;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];127.0509837970606;0.4400352733686067;0.5816751503933364;0.2263422170722286;0.3331887452204177
2023-10-20 07:26:53;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume'];262.5472789926031;0.4285714285714285;0.5520592318371125;0.2379297025878717;0.3332505655796501
2023-10-20 07:27:39;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_quote_asset_volume'];100.4687492985441;0.4007936507936508;0.4738546968995835;0.2668984163769795;0.3338460335853151
2023-10-20 07:33:23;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];201.3821378207459;0.5;0.5886163813049514;0.1703360370799536;0.3351680185399768
2023-10-20 07:34:08;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];249.3330312023548;0.4126984126984127;0.3540027764923646;0.264967168791039;0.3388327907447258
2023-10-20 07:35:04;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];144.0208157648021;0.3985890652557319;0.4072188801480796;0.2819621475473156;0.3402756064015237
2023-10-20 07:30:27;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume'];156.37481789463715;0.4320987654320987;0.5067098565478945;0.250289687137891;0.3411942262849949
2023-10-20 07:49:23;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume'];;0.4211;0.4378;0.2619;0.3415
2023-10-20 07:32:03;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];214.38529666525517;0.3884479717813051;0.3225358630263766;0.2962533796832754;0.3423506757322903
2023-10-20 07:37:42;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];160.71409953492508;0.3641975308641975;0.4539565016196205;0.3229045963692545;0.343551063616726
2023-10-20 07:34:39;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_200p'];168.94860969134118;0.4303350970017636;0.4386857936140675;0.2603321745847817;0.3453336357932727
2023-10-20 07:36:07;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];135.1025532807863;0.4523809523809524;0.4234150856085146;0.2429509463113171;0.3476659493461347
2023-10-20 07:34:02;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];142.13396792746929;0.4347442680776014;0.3308653401203146;0.2611046736191579;0.3479244708483797
2023-10-20 07:26:34;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume'];285.98531612718824;0.4466490299823633;0.4553447478019435;0.2518346852066435;0.3492418575945034
2023-10-20 07:38:21;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];132.12843787427002;0.4201940035273369;0.4488662656177695;0.2808033989957512;0.350498701261544
2023-10-20 07:32:21;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume'];202.08060704092;0.5070546737213404;0.5571494678389635;0.1958285052143684;0.3514415894678544
2023-10-20 07:34:45;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];176.33898344441533;0.3893298059964726;0.4335955576122166;0.3147933565083043;0.3520615812523885
2023-10-20 07:38:46;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];117.83493215574664;0.4237213403880071;0.3715872281351226;0.283507145616068;0.3536142430020375
2023-10-20 07:27:28;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades'];286.1253119830712;0.3478835978835979;0.4868116612679315;0.3603707995365006;0.3541271987100493
2023-10-20 07:33:49;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_200p'];167.47880202228336;0.4175485008818342;0.4146228597871356;0.29123213595983;0.3543903184208321
2023-10-20 07:37:04;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];206.5516764145398;0.4351851851851852;0.4099953725127256;0.2738509076863654;0.3545180464357753
2023-10-20 07:32:53;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p'];211.4164363875954;0.4210758377425044;0.3572420175844516;0.2923908845113943;0.3567333611269493
2023-10-20 07:26:15;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume'];210.93399323984605;0.3888888888888889;0.4655252198056455;0.3252220934723832;0.357055491180636
2023-10-20 07:32:15;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];247.0262021602344;0.4307760141093474;0.3040259139287367;0.2846658941676322;0.3577209541384898
2023-10-20 07:36:51;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p', 'ema_200p'];349.1798694026848;0.4096119929453263;0.3674224895881536;0.3093858632676709;0.3594989281064986
2023-10-20 07:28:01;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_quote_asset_volume'];181.8168768724668;0.5030864197530864;0.4932901434521055;0.2182309772112785;0.3606586984821824
2023-10-20 07:37:36;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];243.9763505456716;0.3518518518518518;0.4460897732531235;0.3735032831208961;0.362677567486374
2023-10-20 07:55:35;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume'];;0.4943;0.5067;0.2314;0.3628
2023-10-20 07:30:57;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_200p'];116.21602842494778;0.4664902998236331;0.3512262841277186;0.2591734260332174;0.3628318629284253
2023-10-20 07:32:59;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_200p'];277.9156025076261;0.4175485008818342;0.3387320684868116;0.3117033603707995;0.3646259306263169
2023-10-20 07:30:51;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p'];139.97286760446556;0.4682539682539682;0.3618695048588616;0.2622634221707223;0.3652586952123453
2023-10-20 07:38:40;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];163.6796676284592;0.4144620811287478;0.3674224895881536;0.3163383545770568;0.3654002178529023
2023-10-20 07:31:57;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];130.72951022574367;0.4210758377425044;0.3118926422952336;0.309772112784859;0.3654239752636817
2023-10-20 07:35:53;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];207.5877695499925;0.4700176366843033;0.3109671448403517;0.2614909231363461;0.3657542799103247
2023-10-20 07:36:33;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'ema_24p', 'ema_200p'];134.86051518470808;0.4462081128747795;0.3688107357704766;0.2865971417535728;0.3664026273141761
2023-10-20 07:32:40;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'ema_200p'];195.80187583527527;0.4792768959435626;0.4474780194354466;0.2541521823097721;0.3667145391266673
2023-10-20 07:52:33;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];;0.4356;0.3512;0.2993;0.3674
2023-10-20 07:32:34;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];237.28502395203571;0.4969135802469135;0.4118463674224896;0.2402471996910004;0.368580389968957
2023-10-20 07:50:35;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume'];;0.3995;0.3716;0.3391;0.3693
2023-10-20 07:28:35;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume', 'ema_24p'];204.0208262158499;0.4343033509700176;0.3072651550208237;0.3066821166473542;0.3704927338086859
2023-10-20 07:27:50;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_200p'];127.90687480207832;0.4810405643738977;0.3220731142989357;0.2611046736191579;0.3710726189965278
2023-10-20 07:30:39;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_200p'];141.113843605495;0.4757495590828924;0.3993521517815826;0.2750096562379297;0.375379607660411
2023-10-20 07:38:33;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];145.20066726564585;0.4660493827160494;0.3831559463211476;0.2850521436848204;0.3755507632004349
2023-10-20 07:49:33;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume'];;0.4083;0.3707;0.3434;0.3758
2023-10-20 08:00:29;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];;0.5335;0.503;0.2213;0.3774
2023-10-20 08:05:45;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];;0.5106;0.5062;0.2457;0.3782
2023-10-20 07:38:14;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];168.9152875022119;0.47663139329806;0.4442387783433595;0.280030899961375;0.3783311466297175
2023-10-20 07:33:43;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];125.9638757312969;0.4691358024691358;0.3975011568718186;0.2889146388567014;0.3790252206629186
2023-10-20 07:36:45;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];293.71522149941313;0.4761904761904761;0.3720499768625636;0.2827346465816918;0.379462561386084
2023-10-20 07:31:39;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];224.14685565805945;0.4409171075837742;0.3970384081443776;0.3182696021629973;0.3795933548733857
2023-10-20 07:37:23;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];223.15162317589989;0.451058201058201;0.3475242943081906;0.3124758594051757;0.3817670302316884
2023-10-20 07:50:45;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume'];;0.4392;0.3563;0.3244;0.3818
2023-10-20 07:38:27;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p', 'ema_200p'];166.16487242513455;0.4876543209876543;0.3664969921332716;0.2777134028582464;0.3826838619229503
2023-10-20 07:30:10;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'taker_buy_quote_asset_volume', 'ema_200p'];230.6929829134421;0.4545855379188712;0.3229986117538176;0.3124758594051757;0.3835306986620235
2023-10-20 07:33:37;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_200p'];209.67255694571824;0.4029982363315696;0.2438685793614067;0.3650057937427578;0.3840020150371637
2023-10-20 07:34:58;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_24p', 'ema_200p'];157.45300734758254;0.5030864197530864;0.3651087459509486;0.264967168791039;0.3840267942720627
2023-10-20 07:57:58;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume'];;0.4621;0.3989;0.3063;0.3842
2023-10-20 07:27:44;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p'];266.75253354414576;0.4819223985890652;0.3179083757519667;0.2865971417535728;0.384259770171319
2023-10-20 07:52:43;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];;0.4334;0.3434;0.3353;0.3843
2023-10-20 07:51:49;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_quote_asset_volume'];;0.5141;0.4267;0.2569;0.3855
2023-10-20 07:36:20;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];165.21516114579006;0.4841269841269841;0.4298935677926885;0.2877558903051371;0.3859414372160606
2023-10-20 07:47:56;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades'];;0.4334;0.2994;0.3387;0.386
2023-10-20 07:36:39;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];206.12323265913335;0.4854497354497354;0.3822304488662656;0.2869833912707609;0.3862165633602482
2023-10-20 07:31:14;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p', 'ema_200p'];264.09000079606824;0.5017636684303352;0.3044886626561777;0.2711471610660487;0.3864554147481919
2023-10-20 07:37:55;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];203.3348080753269;0.4369488536155202;0.3780657103192966;0.3387408265739667;0.3878448400947435
2023-10-20 07:31:46;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_200p'];215.21700746996652;0.468694885361552;0.4136973623322535;0.3070683661645423;0.3878816257630472
2023-10-20 07:36:27;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_200p'];201.4438602927928;0.3721340388007054;0.4206385932438686;0.4036307454615682;0.3878823921311368
2023-10-20 07:30:33;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];169.22899578213634;0.5388007054673721;0.3859324386857936;0.2371572035534955;0.3879789545104338
2023-10-20 08:06:19;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_200p'];;0.4008;0.2203;0.3754;0.3881
2023-10-20 07:48:00;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume'];;0.4555;0.4026;0.3221;0.3888
2023-10-20 07:35:10;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];158.37940094385658;0.5026455026455027;0.3748264692272096;0.2750096562379297;0.3888275794417162
2023-10-20 07:33:30;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];200.6019718910919;0.4237213403880071;0.2660805182785747;0.3541908072614909;0.388956073824749
2023-10-20 07:47:29;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume'];;0.3959;0.3077;0.3828;0.3893
2023-10-20 07:35:22;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];140.09858611347184;0.4435626102292769;0.3479870430356316;0.3352645809192738;0.3894135955742753
2023-10-20 07:47:47;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades'];;0.4462;0.279;0.3341;0.3902
2023-10-20 07:47:19;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume'];;0.4462;0.3998;0.3364;0.3913
2023-10-20 07:38:59;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];162.10288211598018;0.5;0.3785284590467376;0.283893395133256;0.391946697566628
2023-10-20 07:28:13;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_200p'];194.7194187571057;0.4369488536155202;0.2804257288292457;0.3476245654692931;0.3922867095424067
2023-10-20 07:33:17;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'ema_24p', 'ema_200p'];174.12984723740414;0.5348324514991182;0.3285515964831096;0.250289687137891;0.3925610693185046
