date;symbol;interval;estimator;fix_imbalance_method;stop_loss;times_regression_profit_and_loss;features;final_value;score
2023-10-17 21:57:31;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p'];56.05341331873688;[CAI_1.0=0.56][ESTAVEL=0.10][SOBE_1.0=0.42]
2023-10-17 21:57:05;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_24p'];63.18702143353183;[CAI_1.0=0.56][ESTAVEL=0.12][SOBE_1.0=0.37]
2023-10-17 21:57:10;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'rsi', 'ema_24p'];71.72378549226246;[CAI_1.0=0.58][ESTAVEL=0.13][SOBE_1.0=0.36]
2023-10-17 21:57:34;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p'];95.22858680371304;[CAI_1.0=0.56][ESTAVEL=0.29][SOBE_1.0=0.26]
2023-10-17 21:56:41;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi'];105.87829816995045;[CAI_1.0=0.47][ESTAVEL=0.49][SOBE_1.0=0.08]
2023-10-17 21:56:32;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'ema_200p'];106.9435029568776;[CAI_1.0=0.57][ESTAVEL=0.13][SOBE_1.0=0.28]
2023-10-17 21:56:30;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_200p'];108.55830632270187;[CAI_1.0=0.41][ESTAVEL=0.14][SOBE_1.0=0.43]
2023-10-17 21:56:35;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'ema_200p'];111.62482276721428;[CAI_1.0=0.59][ESTAVEL=0.09][SOBE_1.0=0.28]
2023-10-17 21:56:44;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi'];113.25076916516583;[CAI_1.0=0.61][ESTAVEL=0.26][SOBE_1.0=0.15]
2023-10-17 21:57:22;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p', 'ema_200p'];121.45167829780415;[CAI_1.0=0.51][ESTAVEL=0.08][SOBE_1.0=0.35]
2023-10-17 21:57:07;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'rsi', 'ema_24p'];127.92936567263354;[CAI_1.0=0.60][ESTAVEL=0.15][SOBE_1.0=0.31]
2023-10-17 21:56:21;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p'];129.43837292772042;[CAI_1.0=0.44][ESTAVEL=0.09][SOBE_1.0=0.42]
2023-10-17 21:56:24;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'ema_24p'];140.68401309119497;[CAI_1.0=0.50][ESTAVEL=0.11][SOBE_1.0=0.36]
2023-10-17 21:57:52;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p', 'ema_200p'];141.3938147338519;[CAI_1.0=0.58][ESTAVEL=0.24][SOBE_1.0=0.25]
2023-10-17 21:57:25;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'ema_24p', 'ema_200p'];147.7031684290164;[CAI_1.0=0.50][ESTAVEL=0.06][SOBE_1.0=0.39]
2023-10-17 21:56:05;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades'];148.86843564348106;[CAI_1.0=0.42][ESTAVEL=0.50][SOBE_1.0=0.08]
2023-10-17 21:56:38;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi'];174.08576657810548;[CAI_1.0=0.62][ESTAVEL=0.13][SOBE_1.0=0.27]
2023-10-17 21:56:59;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_200p'];174.48790719711803;[CAI_1.0=0.61][ESTAVEL=0.29][SOBE_1.0=0.19]
2023-10-17 21:56:09;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades'];179.22475323572027;[CAI_1.0=0.59][ESTAVEL=0.24][SOBE_1.0=0.18]
2023-10-17 21:57:28;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'ema_24p', 'ema_200p'];180.08293614001312;[CAI_1.0=0.52][ESTAVEL=0.06][SOBE_1.0=0.38]
2023-10-17 21:57:55;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p', 'ema_200p'];225.7904966399394;[CAI_1.0=0.58][ESTAVEL=0.12][SOBE_1.0=0.35]
2023-10-17 21:56:02;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades'];228.7128912908031;[CAI_1.0=0.63][ESTAVEL=0.13][SOBE_1.0=0.25]
2023-10-17 21:56:27;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'ema_24p'];233.89339791856312;[CAI_1.0=0.52][ESTAVEL=0.10][SOBE_1.0=0.37]
2023-10-17 21:57:01;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_200p'];242.89064652936122;[CAI_1.0=0.62][ESTAVEL=0.15][SOBE_1.0=0.26]
2023-10-17 21:57:37;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p'];272.96499049664357;[CAI_1.0=0.57][ESTAVEL=0.17][SOBE_1.0=0.38]
2023-10-17 21:57:49;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p', 'ema_200p'];292.93806322943055;[CAI_1.0=0.59][ESTAVEL=0.10][SOBE_1.0=0.34]
2023-10-17 21:56:47;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];297.35022685818103;[CAI_1.0=0.49][ESTAVEL=0.08][SOBE_1.0=0.48]
2023-10-17 21:53:29;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p', 'ema_200p'];322.1407147593847;[CAI_1.0=0.58][ESTAVEL=0.17][SOBE_1.0=0.34]
2023-10-17 21:57:16;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'rsi', 'ema_200p'];344.53414410311836;[CAI_1.0=0.59][ESTAVEL=0.15][SOBE_1.0=0.32]
2023-10-17 21:56:13;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi'];355.0273687485935;[CAI_1.0=0.34][ESTAVEL=0.15][SOBE_1.0=0.53]
2023-10-17 21:56:50;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];371.25497657214794;[CAI_1.0=0.50][ESTAVEL=0.26][SOBE_1.0=0.32]
2023-10-17 21:56:56;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_200p'];387.65042402303106;[CAI_1.0=0.60][ESTAVEL=0.12][SOBE_1.0=0.33]
2023-10-17 21:56:53;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];407.0988198358374;[CAI_1.0=0.52][ESTAVEL=0.12][SOBE_1.0=0.40]
2023-10-17 21:53:25;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p', 'ema_200p'];454.3397310842226;[CAI_1.0=0.56][ESTAVEL=0.31][SOBE_1.0=0.24]
2023-10-17 21:57:46;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_200p'];492.33312957891565;[CAI_1.0=0.65][ESTAVEL=0.17][SOBE_1.0=0.29]
2023-10-17 21:57:14;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_200p'];528.6819418125715;[CAI_1.0=0.45][ESTAVEL=0.15][SOBE_1.0=0.50]
2023-10-17 21:57:43;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_200p'];548.9967184496264;[CAI_1.0=0.60][ESTAVEL=0.35][SOBE_1.0=0.20]
2023-10-17 21:57:19;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'rsi', 'ema_200p'];550.0812167406318;[CAI_1.0=0.59][ESTAVEL=0.11][SOBE_1.0=0.35]
2023-10-17 21:58:01;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'rsi', 'ema_24p', 'ema_200p'];556.2857310789948;[CAI_1.0=0.55][ESTAVEL=0.10][SOBE_1.0=0.41]
2023-10-17 21:54:53;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p', 'ema_200p'];587.7725878939272;[CAI_1.0=0.58][ESTAVEL=0.12][SOBE_1.0=0.41]
2023-10-17 21:57:40;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_200p'];603.3892253766525;[CAI_1.0=0.61][ESTAVEL=0.14][SOBE_1.0=0.32]
2023-10-17 21:57:58;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_24p', 'ema_200p'];603.5494323365331;[CAI_1.0=0.55][ESTAVEL=0.13][SOBE_1.0=0.36]
2023-10-17 21:58:04;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'rsi', 'ema_24p', 'ema_200p'];663.3415613184358;[CAI_1.0=0.56][ESTAVEL=0.09][SOBE_1.0=0.42]
2023-10-17 21:56:16;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'rsi'];707.1779164738604;[CAI_1.0=0.46][ESTAVEL=0.22][SOBE_1.0=0.33]
2023-10-17 21:56:18;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'rsi'];928.9976386969666;[CAI_1.0=0.49][ESTAVEL=0.20][SOBE_1.0=0.33]
