id|symbol|interval|operation|target_margin|amount_invested|take_profit|stop_loss|purchase_price|sell_price|pnl|rsi|margin_operation|balance|strategy|operation_date|created_at
268|LINKUSDT|30m|SELL|1.5|100.0|11.2441700696945|10.2471500635147|11.0780000686646|11.2530002593994|1.57970916479826|46.1528663635254|0.0157970916479826|5490.75626181439|LONG|2023-11-03 04:30:00.000000|2023-11-03 08:11:40.722097
269|LINKUSDT|30m|BUY|1.5|100.0|11.0871595716476|12.1001995325088|11.2559995651245|0.0|0.0|68.6518859863281|0.0|5390.75626181439|SHORT|2023-11-03 04:30:00.000000|2023-11-03 08:11:48.072160
270|LINKUSDT|15m|SELL|1.0|100.0|11.0879998111725|11.7599997997284|11.1999998092651|11.0830001831055|1.04463957250118|72.1532516479492|0.0104463957250118|5491.80090138689|SHORT|2023-11-03 05:15:00.000000|2023-11-03 08:41:43.655859
271|LINKUSDT|30m|SELL|1.5|100.0|11.0871595716476|12.1001995325088|11.2559995651245|11.0839996337891|1.52807338163257|68.6518859863281|0.0152807338163257|5593.32897476852|SHORT|2023-11-03 05:00:00.000000|2023-11-03 08:41:44.858092
272|LINKUSDT|15m|BUY|1.0|100.0|10.979100151062|11.6445001602173|11.0900001525879|0.0|0.0|58.1330070495605|0.0|5493.32897476852|SHORT|2023-11-03 05:15:00.000000|2023-11-03 08:41:50.977324
273|LINKUSDT|30m|BUY|1.5|100.0|10.9197104358673|11.9174504756927|11.0860004425049|0.0|0.0|57.8394775390625|0.0|5393.32897476852|SHORT|2023-11-03 05:00:00.000000|2023-11-03 08:41:52.151687
274|ADAUSDT|30m|SELL|1.0|100.0|0.317592006325722|0.336840006709099|0.320800006389618|0.317400008440018|1.05984974652529|54.6493377685547|0.0105984974652529|5494.38882451504|SHORT|2023-11-03 06:00:00.000000|2023-11-03 09:54:26.429021
275|ADAUSDT|30m|BUY|1.0|100.0|0.314226008355618|0.333270008862019|0.317400008440018|0.0|0.0|47.845401763916|0.0|5394.38882451504|SHORT|2023-11-03 06:00:00.000000|2023-11-03 09:54:33.668496
276|LINKUSDT|1m|SELL|1.0|100.0|11.0068200302124|11.6739000320435|11.1180000305176|11.0019998550415|1.04335471987724|67.5240783691406|0.0104335471987724|5495.43217923492|SHORT|2023-11-03 06:57:00.000000|2023-11-03 09:58:16.235901
277|LINKUSDT|1m|BUY|1.0|100.0|10.8890095996857|11.5489495754242|10.9989995956421|0.0|0.0|32.9566955566406|0.0|5395.43217923492|SHORT|2023-11-03 06:57:00.000000|2023-11-03 09:58:24.573947
278|ETHUSDT|30m|BUY|1.0|100.0|1771.41695800781|1878.77556152344|1789.31005859375|0.0|0.0|38.9211349487305|0.0|5295.43217923492|SHORT|2023-11-03 06:30:00.000000|2023-11-03 10:00:01.174396
279|LINKUSDT|15m|SELL|1.0|100.0|10.979100151062|11.6445001602173|11.0900001525879|10.9770002365112|1.01893516257405|58.1330070495605|0.0101893516257405|5396.4511143975|SHORT|2023-11-03 06:45:00.000000|2023-11-03 10:03:37.134147
280|LINKUSDT|15m|BUY|1.0|100.0|10.8751496601105|11.5342496395111|10.9849996566772|0.0|0.0|48.7694129943848|0.0|5296.4511143975|SHORT|2023-11-03 06:45:00.000000|2023-11-03 10:03:44.512827
281|BNBUSDT|1m|SELL|1.0|100.0|227.10599395752|240.869993591309|229.399993896484|227.100006103516|1.00261019542813|43.2699165344238|0.0100261019542813|5397.45372459292|SHORT|2023-11-03 07:04:00.000000|2023-11-03 10:05:09.833395
282|DOTUSDT|15m|SELL|1.0|100.0|4.49063977718353|4.7627997636795|4.53599977493286|4.48999977111816|1.01410951465368|50.4872550964355|0.0101410951465368|5498.46783410758|SHORT|2023-11-03 07:00:00.000000|2023-11-03 10:16:03.710789
283|ATOMUSDT|15m|BUY|1.0|100.0|7.5418200302124|7.99890003204346|7.61800003051758|0.0|0.0|42.8449363708496|0.0|5398.46783410758|SHORT|2023-11-03 07:45:00.000000|2023-11-03 11:00:01.844884
284|LINKUSDT|30m|SELL|1.5|100.0|10.9197104358673|11.9174504756927|11.0860004425049|10.9180002212524|1.51542676612735|57.8394775390625|0.0151542676612735|5499.98326087371|SHORT|2023-11-03 07:30:00.000000|2023-11-03 11:10:48.406775
285|LINKUSDT|30m|BUY|1.5|100.0|10.7611251878738|11.74437520504|10.9250001907349|0.0|0.0|46.0825538635254|0.0|5399.98326087371|SHORT|2023-11-03 07:30:00.000000|2023-11-03 11:10:55.662505
286|DOTUSDT|15m|BUY|1.0|100.0|4.45796978473663|4.72814977169037|4.50299978256226|0.0|0.0|42.2381973266602|0.0|5299.98326087371|SHORT|2023-11-03 08:15:00.000000|2023-11-03 11:30:02.741275
287|XLMUSDT|1m|SELL|1.0|100.0|0.12190700173378|0.114665001630783|0.120700001716614|0.122000001370907|1.0770502500236|58.0330047607422|0.010770502500236|5401.06031112373|LONG|2023-11-03 10:01:00.000000|2023-11-03 13:03:00.642035
288|XLMUSDT|15m|SELL|1.0|100.0|0.115038000047207|0.122010000050068|0.116200000047684|0.122100003063679|-5.07745519280434|20.2009429931641|-0.0507745519280434|5495.98285593092|SHORT|2023-11-03 09:45:00.000000|2023-11-03 13:03:09.696221
289|XLMUSDT|1m|BUY|1.0|100.0|0.123220001384616|0.115900001302361|0.122000001370907|0.0|0.0|66.5385284423828|0.0|5395.98285593092|LONG|2023-11-03 10:03:00.000000|2023-11-03 13:04:05.456285
290|XLMUSDT|1m|SELL|1.0|100.0|0.123220001384616|0.115900001302361|0.122000001370907|0.1233000010252|1.06557346880436|66.5385284423828|0.0106557346880436|5497.04842939973|LONG|2023-11-03 10:40:00.000000|2023-11-03 13:41:54.898337
291|XLMUSDT|1m|BUY|1.0|100.0|0.124533001035452|0.11713500097394|0.1233000010252|0.0|0.0|55.9930229187012|0.0|5397.04842939973|LONG|2023-11-03 10:49:00.000000|2023-11-03 13:50:06.509987
292|BNBUSDT|1m|BUY|1.0|100.0|226.80900604248|240.555006408691|229.100006103516|0.0|0.0|76.872200012207|0.0|5297.04842939973|SHORT|2023-11-03 10:59:00.000000|2023-11-03 14:00:04.684119
293|AVAXUSDT|30m|SELL|1.5|100.0|12.0582001161575|10.9890001058578|11.8800001144409|12.0600004196167|1.5151540748775|52.2813758850098|0.015151540748775|5398.56358347461|LONG|2023-11-03 11:30:00.000000|2023-11-03 15:13:09.052672
294|AVAXUSDT|30m|BUY|1.5|100.0|12.2510496902466|11.1647497177124|12.0699996948242|0.0|0.0|66.0818481445312|0.0|5298.56358347461|LONG|2023-11-03 11:30:00.000000|2023-11-03 15:13:16.562791
295|UNIUSDT|1m|SELL|1.0|100.0|4.71972985744476|4.43934986591339|4.6729998588562|4.71999979019165|1.00577641278505|71.0612487792969|0.0100577641278505|5399.56935988739|LONG|2023-11-03 12:50:00.000000|2023-11-03 15:51:01.028255
296|UNIUSDT|1m|BUY|1.0|100.0|4.76821019649506|4.48495018482208|4.72100019454956|0.0|0.0|71.505615234375|0.0|5299.56935988739|LONG|2023-11-03 12:50:00.000000|2023-11-03 15:51:08.594458
297|UNIUSDT|30m|SELL|1.5|100.0|4.7238098025322|4.30494982004166|4.65399980545044|4.72700023651123|1.56855247914791|54.8532752990723|0.0156855247914791|5401.13791236654|LONG|2023-11-03 12:00:00.000000|2023-11-03 15:51:23.137310
298|UNIUSDT|1h|SELL|1.5|100.0|4.7238098025322|4.30494982004166|4.65399980545044|4.72800016403198|1.59003790467978|57.9362640380859|0.0159003790467978|5502.72795027122|LONG|2023-11-03 11:00:00.000000|2023-11-03 15:51:23.579512
299|UNIUSDT|30m|BUY|1.5|100.0|4.65510983467102|5.08044981956482|4.72599983215332|0.0|0.0|59.8646926879883|0.0|5402.72795027122|SHORT|2023-11-03 12:00:00.000000|2023-11-03 15:51:30.402829
300|UNIUSDT|1h|BUY|1.5|100.0|4.65609523296356|5.08152525424957|4.72700023651123|0.0|0.0|60.7551002502441|0.0|5302.72795027122|SHORT|2023-11-03 11:00:00.000000|2023-11-03 15:51:30.937593
301|UNIUSDT|15m|SELL|1.0|100.0|4.75103999614716|4.46879999637604|4.7039999961853|4.75299978256226|1.04166213423014|60.1229705810547|0.0104166213423014|5403.76961240545|LONG|2023-11-03 12:30:00.000000|2023-11-03 15:57:26.058164
302|UNIUSDT|15m|BUY|1.0|100.0|4.70646018505096|4.99170019626617|4.75400018692017|0.0|0.0|65.2019653320312|0.0|5303.76961240545|SHORT|2023-11-03 12:30:00.000000|2023-11-03 15:57:33.423928
303|UNIUSDT|1m|SELL|1.0|100.0|4.76821019649506|4.48495018482208|4.72100019454956|4.76900005340576|1.01673072203994|71.505615234375|0.0101673072203994|5404.78634312749|LONG|2023-11-03 12:57:00.000000|2023-11-03 15:58:24.633829
304|UNIUSDT|1m|BUY|1.0|100.0|4.81264986515045|4.52674987316132|4.7649998664856|0.0|0.0|73.8944244384766|0.0|5304.78634312749|LONG|2023-11-03 12:57:00.000000|2023-11-03 15:58:32.074422
305|UNIUSDT|15m|SELL|1.0|100.0|4.70646018505096|4.99170019626617|4.75400018692017|4.70599985122681|1.00968312472105|65.2019653320312|0.0100968312472105|5405.79602625221|SHORT|2023-11-03 12:45:00.000000|2023-11-03 16:08:00.633490
306|UNIUSDT|15m|BUY|1.0|100.0|4.65794992446899|4.94024991989136|4.70499992370605|0.0|0.0|57.5011177062988|0.0|5305.79602625221|SHORT|2023-11-03 12:45:00.000000|2023-11-03 16:08:07.933518
307|UNIUSDT|1h|SELL|1.5|100.0|4.65609523296356|5.08152525424957|4.72700023651123|4.65100002288818|1.60778947174549|60.7551002502441|0.0160778947174549|5407.40381572396|SHORT|2023-11-03 12:00:00.000000|2023-11-03 16:18:09.556273
308|UNIUSDT|15m|SELL|1.0|100.0|4.65794992446899|4.94024991989136|4.70499992370605|4.6560001373291|1.04144075885415|57.5011177062988|0.0104144075885415|5508.44525648281|SHORT|2023-11-03 13:00:00.000000|2023-11-03 16:18:13.516102
309|UNIUSDT|30m|SELL|1.5|100.0|4.65510983467102|5.08044981956482|4.72599983215332|4.64900016784668|1.62927769124508|59.8646926879883|0.0162927769124508|5610.07453417405|SHORT|2023-11-03 12:30:00.000000|2023-11-03 16:18:14.267748
310|UNIUSDT|1h|BUY|1.5|100.0|4.57335512399673|4.99122513532639|4.64300012588501|0.0|0.0|51.0738945007324|0.0|5510.07453417405|SHORT|2023-11-03 12:00:00.000000|2023-11-03 16:18:16.880145
311|UNIUSDT|15m|BUY|1.0|100.0|4.59657012462616|4.87515013217926|4.64300012588501|0.0|0.0|49.7782020568848|0.0|5410.07453417405|SHORT|2023-11-03 13:00:00.000000|2023-11-03 16:18:20.933561
312|UNIUSDT|30m|BUY|1.5|100.0|4.71264512777328|4.29477511644363|4.64300012588501|0.0|0.0|50.208812713623|0.0|5310.07453417405|LONG|2023-11-03 12:30:00.000000|2023-11-03 16:18:21.833275
313|AVAXUSDT|1m|SELL|1.0|100.0|11.404800453186|12.0960004806519|11.5200004577637|12.1000003814697|-5.03472127020359|23.3314056396484|-0.0503472127020359|5405.03981290385|SHORT|2023-11-03 13:45:00.000000|2023-11-03 16:46:06.054907
314|AVAXUSDT|1m|BUY|1.0|100.0|11.969100151062|12.6945001602173|12.0900001525879|0.0|0.0|63.7493629455566|0.0|5305.03981290385|SHORT|2023-11-03 13:45:00.000000|2023-11-03 16:46:13.385289
315|AVAXUSDT|15m|SELL|1.0|100.0|11.4146997356415|12.1064997196198|11.5299997329712|12.1099996566772|-5.03035522997379|24.4885482788086|-0.0503035522997379|5400.00945767388|SHORT|2023-11-03 13:30:00.000000|2023-11-03 16:46:23.888945
316|AVAXUSDT|15m|BUY|1.0|100.0|12.231099653244|11.5044996738434|12.1099996566772|0.0|0.0|68.0981597900391|0.0|5300.00945767388|LONG|2023-11-03 13:30:00.000000|2023-11-03 16:46:31.271576
317|UNIUSDT|15m|SELL|1.0|100.0|4.59657012462616|4.87515013217926|4.64300012588501|4.59200000762939|1.09843024984002|49.7782020568848|0.0109843024984002|5401.10788792372|SHORT|2023-11-03 13:30:00.000000|2023-11-03 16:53:41.084131
318|UNIUSDT|15m|BUY|1.0|100.0|4.54509007930756|4.82055008411407|4.59100008010864|0.0|0.0|43.7765464782715|0.0|5301.10788792372|SHORT|2023-11-03 13:30:00.000000|2023-11-03 16:53:48.465717
319|AVAXUSDT|1m|SELL|1.0|100.0|11.969100151062|12.6945001602173|12.0900001525879|11.960000038147|1.07526974752545|63.7493629455566|0.0107526974752545|5402.18315767124|SHORT|2023-11-03 14:28:00.000000|2023-11-03 17:29:17.378992
320|AVAXUSDT|1m|BUY|1.0|100.0|11.8404000377655|12.5580000400543|11.960000038147|0.0|0.0|29.1025009155273|0.0|5302.18315767124|SHORT|2023-11-03 14:29:00.000000|2023-11-03 17:30:03.235461
321|UNIUSDT|1h|SELL|1.5|100.0|4.57335512399673|4.99122513532639|4.64300012588501|4.57299995422363|1.50764957070351|51.0738945007324|0.0150764957070351|5403.69080724195|SHORT|2023-11-03 13:00:00.000000|2023-11-03 17:36:49.984838
322|UNIUSDT|1h|BUY|1.5|100.0|4.64362480640411|4.23187482357025|4.57499980926514|0.0|0.0|45.6276092529297|0.0|5303.69080724195|LONG|2023-11-03 13:00:00.000000|2023-11-03 17:36:57.443195
323|MATICUSDT|1h|BUY|1.5|100.0|0.647243521511555|0.706382523477077|0.657100021839142|0.0|0.0|48.066089630127|0.0|5203.69080724195|SHORT|2023-11-03 14:00:00.000000|2023-11-03 18:00:04.271808
324|UNIUSDT|1h|SELL|1.5|100.0|4.64362480640411|4.23187482357025|4.57499980926514|4.64699983596802|1.57377105206251|45.6276092529297|0.0157377105206251|5305.26457829401|LONG|2023-11-03 15:00:00.000000|2023-11-03 19:03:32.779798
325|UNIUSDT|1h|BUY|1.5|100.0|4.71670483350754|4.29847484827042|4.64699983596802|0.0|0.0|51.7425956726074|0.0|5205.26457829401|LONG|2023-11-03 15:00:00.000000|2023-11-03 19:03:40.263511
326|ETHUSDT|1h|SELL|1.5|100.0|1830.00436035156|1667.73796386719|1802.9599609375|1830.2900390625|1.51584502309561|34.7128829956055|0.0151584502309561|5306.7804233171|LONG|2023-11-03 16:00:00.000000|2023-11-03 20:46:48.660849
327|TRXUSDT|1m|BUY|1.0|100.0|0.0961488018929958|0.101976002007723|0.097120001912117|0.0|0.0|37.4083366394043|0.0|5206.7804233171|SHORT|2023-11-03 19:43:00.000000|2023-11-03 22:44:07.831672
328|LINKUSDT|1h|SELL|1.5|100.0|10.5158596467972|11.4766996145248|10.6759996414185|11.4860000610352|-7.5871154665947|32.3708572387695|-0.075871154665947|5299.19330785051|SHORT|2023-11-03 19:00:00.000000|2023-11-03 23:00:28.246982
329|LINKUSDT|15m|SELL|1.0|100.0|10.8751496601105|11.5342496395111|10.9849996566772|11.5389995574951|-5.04323989152908|48.7694129943848|-0.0504323989152908|5394.15006795898|SHORT|2023-11-03 19:45:00.000000|2023-11-03 23:09:37.166968
330|LINKUSDT|15m|BUY|1.0|100.0|11.4176699924469|12.1096499919891|11.5329999923706|0.0|0.0|74.1809616088867|0.0|5294.15006795898|SHORT|2023-11-03 19:45:00.000000|2023-11-03 23:09:44.966289
331|LINKUSDT|1m|SELL|1.0|100.0|10.8890095996857|11.5489495754242|10.9989995956421|11.5500001907349|-5.00955209136009|32.9566955566406|-0.0500955209136009|5389.14051586762|SHORT|2023-11-03 20:12:00.000000|2023-11-03 23:13:10.261175
332|LINKUSDT|1m|BUY|1.0|100.0|11.4325203323364|12.125400352478|11.5480003356934|0.0|0.0|72.6728591918945|0.0|5289.14051586762|SHORT|2023-11-03 20:12:00.000000|2023-11-03 23:13:17.710273
333|ADAUSDT|1m|SELL|1.0|100.0|0.309671990275383|0.328439989686012|0.312799990177155|0.328500002622604|-5.01918569207191|19.7911376953125|-0.0501918569207191|5384.12133017555|SHORT|2023-11-03 20:46:00.000000|2023-11-03 23:47:34.480016
334|ADAUSDT|1m|BUY|1.0|100.0|0.325115986168385|0.344819985330105|0.328399986028671|0.0|0.0|62.8621368408203|0.0|5284.12133017555|SHORT|2023-11-03 20:46:00.000000|2023-11-03 23:47:41.813210
335|LINKUSDT|1h|BUY|1.5|100.0|11.2871146392822|12.3184246063232|11.4589996337891|0.0|0.0|63.5677337646484|0.0|5184.12133017555|SHORT|2023-11-03 20:00:00.000000|2023-11-04 00:00:05.845829
336|LINKUSDT|1m|SELL|1.0|100.0|11.4325203323364|12.125400352478|11.5480003356934|11.4180002212524|1.12573700025678|72.6728591918945|0.0112573700025678|5285.24706717581|SHORT|2023-11-03 21:01:00.000000|2023-11-04 00:02:36.741789
337|LINKUSDT|15m|SELL|1.0|100.0|11.4176699924469|12.1096499919891|11.5329999923706|11.4160003662109|1.01447692140937|74.1809616088867|0.0101447692140937|5386.26154409721|SHORT|2023-11-03 20:45:00.000000|2023-11-04 00:02:40.400901
338|LINKUSDT|1m|BUY|1.0|100.0|11.3038202190399|11.9889002323151|11.4180002212524|0.0|0.0|32.3193664550781|0.0|5286.26154409721|SHORT|2023-11-03 21:01:00.000000|2023-11-04 00:02:43.970137
339|LINKUSDT|15m|BUY|1.0|100.0|11.3137204456329|11.999400472641|11.4280004501343|0.0|0.0|59.3049163818359|0.0|5186.26154409721|SHORT|2023-11-03 20:45:00.000000|2023-11-04 00:02:47.687406
340|ADAUSDT|1m|SELL|1.0|100.0|0.325115986168385|0.344819985330105|0.328399986028671|0.325100004673004|1.00486651062965|62.8621368408203|0.0100486651062965|5287.26641060784|SHORT|2023-11-03 21:24:00.000000|2023-11-04 00:25:47.669979
341|ADAUSDT|1m|BUY|1.0|100.0|0.321849004626274|0.341355004906654|0.325100004673004|0.0|0.0|25.9062347412109|0.0|5187.26641060784|SHORT|2023-11-03 21:24:00.000000|2023-11-04 00:25:55.901036
342|SOLUSDT|1m|SELL|1.0|100.0|37.8378012084961|40.1310012817383|38.2200012207031|40.1500015258789|-5.04971295595169|42.6661758422852|-0.0504971295595169|5282.21669765189|SHORT|2023-11-03 22:40:00.000000|2023-11-04 01:41:49.208552
343|SOLUSDT|1m|BUY|1.0|100.0|39.7485015106201|42.1575016021729|40.1500015258789|0.0|0.0|67.9074401855469|0.0|5182.21669765189|SHORT|2023-11-03 22:40:00.000000|2023-11-04 01:41:56.495399
344|LINKUSDT|15m|SELL|1.0|100.0|11.3137204456329|11.999400472641|11.4280004501343|11.3129997253418|1.00630661472678|59.3049163818359|0.0100630661472678|5283.22300426662|SHORT|2023-11-03 22:45:00.000000|2023-11-04 02:04:16.718834
345|LINKUSDT|15m|BUY|1.0|100.0|11.1978898715973|11.8765498638153|11.3109998703003|0.0|0.0|45.5086212158203|0.0|5183.22300426662|SHORT|2023-11-03 22:45:00.000000|2023-11-04 02:04:24.148742
346|UNIUSDT|30m|SELL|1.5|100.0|4.71264512777328|4.29477511644363|4.64300012588501|4.71500015258789|1.55072202906013|50.208812713623|0.0155072202906013|5284.77372629568|LONG|2023-11-03 23:00:00.000000|2023-11-04 02:36:05.130070
347|UNIUSDT|30m|BUY|1.5|100.0|4.64526007890701|5.06970008611679|4.71600008010864|0.0|0.0|60.1026649475098|0.0|5184.77372629568|SHORT|2023-11-03 23:00:00.000000|2023-11-04 02:36:12.310997
348|LINKUSDT|1m|SELL|1.0|100.0|11.3038202190399|11.9889002323151|11.4180002212524|11.3030004501343|1.00717963650823|32.3193664550781|0.0100717963650823|5285.78090593219|SHORT|2023-11-03 23:36:00.000000|2023-11-04 02:37:32.746948
349|LINKUSDT|1m|BUY|1.0|100.0|11.191950302124|11.8702503204346|11.3050003051758|0.0|0.0|35.9649047851562|0.0|5185.78090593219|SHORT|2023-11-03 23:36:00.000000|2023-11-04 02:37:40.630110
350|UNIUSDT|1h|SELL|1.5|100.0|4.71670483350754|4.29847484827042|4.64699983596802|4.71700000762939|1.50635195896029|51.7425956726074|0.0150635195896029|5287.28725789115|LONG|2023-11-03 22:00:00.000000|2023-11-04 02:38:17.209774
351|UNIUSDT|1h|BUY|1.5|100.0|4.78775500774383|4.36322500705719|4.71700000762939|0.0|0.0|59.3289566040039|0.0|5187.28725789115|LONG|2023-11-03 22:00:00.000000|2023-11-04 02:38:24.687704
352|LINKUSDT|1h|SELL|1.5|100.0|11.2871146392822|12.3184246063232|11.4589996337891|11.2849998474121|1.51845533400774|63.5677337646484|0.0151845533400774|5288.80571322516|SHORT|2023-11-03 22:00:00.000000|2023-11-04 02:41:12.443024
353|LINKUSDT|1h|BUY|1.5|100.0|11.1226198196411|12.1388998031616|11.2919998168945|0.0|0.0|54.0584869384766|0.0|5188.80571322516|SHORT|2023-11-03 22:00:00.000000|2023-11-04 02:41:19.725906
354|SOLUSDT|1h|SELL|1.5|100.0|38.0308506011963|41.5057506561279|38.6100006103516|41.5200004577637|-7.53690674901009|37.4024543762207|-0.0753690674901009|5281.26880647615|SHORT|2023-11-04 00:00:00.000000|2023-11-04 04:24:17.798321
355|XLMUSDT|15m|BUY|1.0|100.0|0.121373996660113|0.128729996457696|0.122599996626377|0.0|0.0|50.4326248168945|0.0|5181.26880647615|SHORT|2023-11-04 01:45:00.000000|2023-11-04 05:00:02.791265
356|ETHUSDT|1h|BUY|1.5|100.0|1857.35868469238|1692.66678161621|1829.91003417969|0.0|0.0|59.0142288208008|0.0|5081.26880647615|LONG|2023-11-04 01:00:00.000000|2023-11-04 05:00:06.632057
357|XRPUSDT|1m|SELL|1.0|100.0|0.581427002549171|0.616665002703667|0.587300002574921|0.616699993610382|-5.00595793128014|14.9028701782227|-0.0500595793128014|5176.26284854487|SHORT|2023-11-04 04:40:00.000000|2023-11-04 07:41:19.422959
358|XRPUSDT|1m|BUY|1.0|100.0|0.610632010102272|0.647640010714531|0.616800010204315|0.0|0.0|65.9046020507812|0.0|5076.26284854487|SHORT|2023-11-04 04:40:00.000000|2023-11-04 07:41:26.734252
359|SOLUSDT|1h|BUY|1.5|100.0|41.1040495491028|44.859749507904|41.7299995422363|0.0|0.0|65.4448394775391|0.0|4976.26284854487|SHORT|2023-11-04 04:00:00.000000|2023-11-04 08:00:07.728142
360|LINKUSDT|15m|SELL|1.0|100.0|11.1978898715973|11.8765498638153|11.3109998703003|11.1960000991821|1.01670734584332|45.5086212158203|0.0101670734584332|5077.27955589071|SHORT|2023-11-04 04:45:00.000000|2023-11-04 08:02:08.726313
361|LINKUSDT|15m|BUY|1.0|100.0|11.0850295543671|11.756849527359|11.1969995498657|0.0|0.0|36.0541229248047|0.0|4977.27955589071|SHORT|2023-11-04 04:45:00.000000|2023-11-04 08:02:17.580898
362|LINKUSDT|1m|SELL|1.0|100.0|11.191950302124|11.8702503204346|11.3050003051758|11.1909999847412|1.00840618833899|35.9649047851562|0.0100840618833899|5078.28796207905|SHORT|2023-11-04 05:01:00.000000|2023-11-04 08:02:17.726910
363|LINKUSDT|1m|BUY|1.0|100.0|11.0672099018097|11.7379498958588|11.1789999008179|0.0|0.0|17.3674697875977|0.0|4978.28796207905|SHORT|2023-11-04 05:01:00.000000|2023-11-04 08:02:25.014229
364|SOLUSDT|1m|SELL|1.0|100.0|39.7485015106201|42.1575016021729|40.1500015258789|42.1599998474121|-5.00622242689133|67.9074401855469|-0.0500622242689133|5073.28173965216|SHORT|2023-11-04 05:17:00.000000|2023-11-04 08:18:13.105078
365|SOLUSDT|1m|BUY|1.0|100.0|41.7780007553101|44.3100008010864|42.2000007629395|0.0|0.0|68.0251007080078|0.0|4973.28173965216|SHORT|2023-11-04 05:17:00.000000|2023-11-04 08:18:20.373082
366|SOLUSDT|1m|SELL|1.0|100.0|41.7780007553101|44.3100008010864|42.2000007629395|41.7599983215332|1.04265976697206|68.0251007080078|0.0104265976697206|5074.32439941913|SHORT|2023-11-04 07:02:00.000000|2023-11-04 10:03:16.021601
367|SOLUSDT|1m|BUY|1.0|100.0|41.3721009063721|43.8795009613037|41.7900009155273|0.0|0.0|22.3559112548828|0.0|4974.32439941913|SHORT|2023-11-04 07:02:00.000000|2023-11-04 10:03:23.833476
368|BNBUSDT|1h|SELL|1.5|100.0|236.495|215.525|233.0|236.600006103516|1.54506703838706|65.5901336669922|0.0154506703838706|5075.86946645752|LONG|2023-11-04 06:00:00.000000|2023-11-04 10:39:55.038508
369|BNBUSDT|1h|BUY|1.5|100.0|240.149006195068|218.855005645752|236.600006103516|0.0|0.0|76.8173828125|0.0|4975.86946645752|LONG|2023-11-04 06:00:00.000000|2023-11-04 10:40:02.419400
370|SOLUSDT|1m|SELL|1.0|100.0|41.3721009063721|43.8795009613037|41.7900009155273|41.3600006103516|1.02895498275757|22.3559112548828|0.0102895498275757|5076.89842144027|SHORT|2023-11-04 08:57:00.000000|2023-11-04 11:58:29.418546
371|SOLUSDT|1m|BUY|1.0|100.0|40.926600151062|43.4070001602173|41.3400001525879|0.0|0.0|24.4686279296875|0.0|4976.89842144027|SHORT|2023-11-04 08:57:00.000000|2023-11-04 11:58:36.750073
372|ATOMUSDT|1m|SELL|1.0|100.0|7.4645999622345|7.91699995994568|7.53999996185303|7.91900014877319|-5.02652786672115|22.5064392089844|-0.0502652786672115|5071.87189357355|SHORT|2023-11-04 10:04:00.000000|2023-11-04 13:05:49.895359
373|ATOMUSDT|1m|BUY|1.0|100.0|7.84179000377655|8.31705000400543|7.9210000038147|0.0|0.0|64.9578170776367|0.0|4971.87189357355|SHORT|2023-11-04 10:05:00.000000|2023-11-04 13:06:03.611114
374|DOTUSDT|1m|SELL|1.0|100.0|4.69952987670898|4.4203498840332|4.65299987792969|4.71000003814697|1.22501961886883|70.8204040527344|0.0122501961886883|5073.09691319242|LONG|2023-11-04 10:10:00.000000|2023-11-04 13:11:41.258947
375|DOTUSDT|1m|BUY|1.0|100.0|4.6629000377655|4.94550004005432|4.71000003814697|0.0|0.0|89.4919662475586|0.0|4973.09691319242|SHORT|2023-11-04 10:10:00.000000|2023-11-04 13:11:48.532882
376|DOTUSDT|15m|SELL|1.0|100.0|4.45796978473663|4.72814977169037|4.50299978256226|4.73199987411499|-5.08550070226192|42.2381973266602|-0.0508550070226192|5068.01141249016|SHORT|2023-11-04 09:45:00.000000|2023-11-04 13:12:15.505064
377|XMRUSDT|15m|SELL|1.0|100.0|168.3|178.5|170.0|168.199996948242|1.05882529169321|43.5802803039551|0.0105882529169321|5169.07023778185|SHORT|2023-11-04 10:30:00.000000|2023-11-04 13:50:05.658090
378|DOTUSDT|15m|BUY|1.0|100.0|4.76821019649506|4.48495018482208|4.72100019454956|0.0|0.0|65.6121368408203|0.0|5069.07023778185|LONG|2023-11-04 10:45:00.000000|2023-11-04 14:00:07.423082
379|XRPUSDT|1m|SELL|1.0|100.0|0.610632010102272|0.647640010714531|0.616800010204315|0.610400021076202|1.03761171922088|65.9046020507812|0.0103761171922088|5170.10784950107|SHORT|2023-11-04 11:13:00.000000|2023-11-04 14:14:59.824956
380|XRPUSDT|1m|BUY|1.0|100.0|0.605780972242355|0.642494970560074|0.611899971961975|0.0|0.0|48.4977111816406|0.0|5070.10784950107|SHORT|2023-11-04 11:19:00.000000|2023-11-04 14:20:05.650494
381|ADAUSDT|1m|SELL|1.0|100.0|0.321849004626274|0.341355004906654|0.325100004673004|0.321700006723404|1.04583138599992|25.9062347412109|0.0104583138599992|5171.15368088707|SHORT|2023-11-04 12:05:00.000000|2023-11-04 15:06:20.336929
382|XMRUSDT|1m|SELL|1.0|100.0|167.40900604248|177.555006408691|169.100006103516|167.300003051758|1.06446063145995|20.7717208862305|0.0106446063145995|5272.21814151853|SHORT|2023-11-04 12:05:00.000000|2023-11-04 15:06:27.042735
383|ADAUSDT|1m|BUY|1.0|100.0|0.318285003304482|0.337575003504753|0.32150000333786|0.0|0.0|32.3878021240234|0.0|5172.21814151853|SHORT|2023-11-04 12:05:00.000000|2023-11-04 15:06:27.716393
