id|symbol|interval|operation|target_margin|amount_invested|take_profit|stop_loss|purchase_price|sell_price|pnl|rsi|margin_operation|balance|strategy|operation_date|created_at
64|MATICUSDT|15m|SELL|1.0|100.0|0.647955007553101|0.687225008010864|0.654500007629395|0.647800028324127|1.02367904037237|33.2191543579102|0.0102367904037237|6817.10504321381|SHORT|2023-11-02 13:00:00.000000|2023-11-02 16:21:12.896640
65|BCHUSDT|1m|SELL|1.0|100.0|233.64|247.8|236.0|233.399993896484|1.10169751569629|48.2376708984375|0.0110169751569629|6918.20674072951|SHORT|2023-11-02 13:20:00.000000|2023-11-02 16:21:17.101941
66|BCHUSDT|15m|SELL|1.0|100.0|233.73900604248|247.905006408691|236.100006103516|233.5|1.10123082995415|26.8677978515625|0.0110123082995415|7019.30797155946|SHORT|2023-11-02 13:00:00.000000|2023-11-02 16:21:18.575684
67|MATICUSDT|15m|BUY|1.0|100.0|0.640530014634132|0.67935001552105|0.647000014781952|0.0|0.0|30.9747085571289|0.0|6919.30797155946|SHORT|2023-11-02 13:00:00.000000|2023-11-02 16:21:20.201860
68|BCHUSDT|15m|BUY|1.0|100.0|230.37299697876|244.334996795654|232.699996948242|0.0|0.0|22.3789978027344|0.0|6819.30797155946|SHORT|2023-11-02 13:00:00.000000|2023-11-02 16:21:25.770858
69|MATICUSDT|1m|SELL|1.0|100.0|0.646272023320198|0.685440024733543|0.652800023555756|0.645699977874756|1.08762951567769|40.4385795593262|0.0108762951567769|6920.39560107514|SHORT|2023-11-02 13:20:00.000000|2023-11-02 16:21:28.549320
70|MATICUSDT|1m|BUY|1.0|100.0|0.638846971392632|0.677564969658852|0.645299971103668|0.0|0.0|28.4975738525391|0.0|6820.39560107514|SHORT|2023-11-02 13:20:00.000000|2023-11-02 16:21:35.791003
71|ADAUSDT|1m|SELL|1.0|100.0|0.300168006420135|0.318360006809235|0.303200006484985|0.30009999871254|1.0224299505353|26.0765914916992|0.010224299505353|6921.41803102568|SHORT|2023-11-02 13:20:00.000000|2023-11-02 16:21:40.932145
72|ATOMUSDT|1m|SELL|1.0|100.0|7.58637010574341|8.0461501121521|7.66300010681152|7.58300018310547|1.04397656396031|40.8994369506836|0.0104397656396031|7022.46200758964|SHORT|2023-11-02 13:20:00.000000|2023-11-02 16:21:44.143359
73|ADAUSDT|1m|BUY|1.0|100.0|0.297891012132168|0.315945012867451|0.300900012254715|0.0|0.0|32.9712371826172|0.0|6922.46200758964|SHORT|2023-11-02 13:20:00.000000|2023-11-02 16:21:48.117626
74|BCHUSDT|1m|BUY|1.0|100.0|231.66|245.7|234.0|0.0|0.0|30.8196640014648|0.0|6822.46200758964|SHORT|2023-11-02 13:21:00.000000|2023-11-02 16:22:02.413855
75|ATOMUSDT|1m|BUY|1.0|100.0|7.54578021526337|8.00310022830963|7.62200021743774|0.0|0.0|33.9988174438477|0.0|6722.46200758964|SHORT|2023-11-02 13:21:00.000000|2023-11-02 16:22:04.473970
76|LTCUSDT|1m|BUY|1.0|100.0|67.636799697876|71.7359996795654|68.3199996948242|0.0|0.0|33.1509857177734|0.0|6622.46200758964|SHORT|2023-11-02 13:21:00.000000|2023-11-02 16:22:05.119569
77|XRPUSDT|1m|SELL|1.0|100.0|0.596376004815102|0.632520005106926|0.602400004863739|0.596199989318848|1.02921901270747|35.184928894043|0.0102921901270747|6723.49122660235|SHORT|2023-11-02 13:24:00.000000|2023-11-02 16:25:40.554616
78|XRPUSDT|1m|BUY|1.0|100.0|0.590534979701042|0.626324978470802|0.596499979496002|0.0|0.0|25.0002365112305|0.0|6623.49122660235|SHORT|2023-11-02 13:24:00.000000|2023-11-02 16:25:47.731696
79|UNIUSDT|30m|BUY|1.5|100.0|4.62230989933014|4.21244990825653|4.55399990081787|0.0|0.0|42.9815635681152|0.0|6523.49122660235|LONG|2023-11-02 13:00:00.000000|2023-11-02 16:30:05.423201
80|SOLUSDT|1m|SELL|1.0|100.0|39.669299697876|42.0734996795654|40.0699996948242|39.6300010681152|1.09807495027781|16.7777404785156|0.0109807495027781|6624.58930155262|SHORT|2023-11-02 13:29:00.000000|2023-11-02 16:30:12.759632
81|SOLUSDT|1m|BUY|1.0|100.0|39.0753012084961|41.4435012817383|39.4700012207031|0.0|0.0|25.3691711425781|0.0|6524.58930155262|SHORT|2023-11-02 13:29:00.000000|2023-11-02 16:30:20.035331
82|ETHUSDT|1m|SELL|1.0|100.0|1790.24665649414|1898.74645385742|1808.32995605469|1790.0|1.01364003494382|50.548698425293|0.0101364003494382|6625.60294158757|SHORT|2023-11-02 13:29:00.000000|2023-11-02 16:30:51.601951
83|DOTUSDT|15m|SELL|1.0|100.0|4.53816010951996|4.81320011615753|4.58400011062622|4.53800010681152|1.00349048152566|37.8990287780762|0.0100349048152566|6726.60643206909|SHORT|2023-11-02 13:15:00.000000|2023-11-02 16:30:58.152653
84|BCHUSDT|1m|SELL|1.0|100.0|231.66|245.7|234.0|231.600006103516|1.02563844993711|30.8196640014648|0.0102563844993711|6827.63207051903|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:04.316815
85|LTCUSDT|1m|SELL|1.0|100.0|67.636799697876|71.7359996795654|68.3199996948242|67.5999984741211|1.05386599898338|33.1509857177734|0.0105386599898338|6928.68593651801|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:10.241721
86|DOGEUSDT|30m|SELL|1.0|100.0|0.0668051978945732|0.0708539977669716|0.0674799978733063|0.0666999965906143|1.15590002387762|32.3237686157227|0.0115590002387762|7029.84183654189|SHORT|2023-11-02 13:00:00.000000|2023-11-02 16:31:11.424634
87|BCHUSDT|1m|BUY|1.0|100.0|229.185|243.075|231.5|0.0|0.0|19.8224334716797|0.0|6929.84183654189|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:11.752198
88|XRPUSDT|1m|SELL|1.0|100.0|0.590534979701042|0.626324978470802|0.596499979496002|0.58899998664856|1.25733325257897|25.0002365112305|0.0125733325257897|7031.09916979447|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:12.421789
89|DOGEUSDT|30m|BUY|1.0|100.0|0.0659735970944166|0.0699719969183207|0.0666399970650673|0.0|0.0|26.4326858520508|0.0|6931.09916979447|SHORT|2023-11-02 13:00:00.000000|2023-11-02 16:31:18.881760
90|XRPUSDT|1m|BUY|1.0|100.0|0.581427002549171|0.616665002703667|0.587300002574921|0.0|0.0|14.9028701782227|0.0|6831.09916979447|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:19.709658
91|DOTUSDT|30m|SELL|1.5|100.0|4.52016522169113|4.93317524194717|4.58900022506714|4.51800012588501|1.54718011617661|37.8841094970703|0.0154718011617661|6932.64634991065|SHORT|2023-11-02 13:00:00.000000|2023-11-02 16:31:20.198373
92|ATOMUSDT|1m|SELL|1.0|100.0|7.54578021526337|8.00310022830963|7.62200021743774|7.54300022125244|1.03647327050567|33.9988174438477|0.0103647327050567|7033.68282318115|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:21.240193
93|DOTUSDT|30m|BUY|1.5|100.0|4.44924519538879|4.85577521324158|4.51700019836426|0.0|0.0|30.8680725097656|0.0|6933.68282318115|SHORT|2023-11-02 13:00:00.000000|2023-11-02 16:31:27.929178
94|BTCUSDT|1m|SELL|1.0|100.0|34333.764609375|36414.598828125|34680.5703125|34309.9296875|1.06872702017426|40.431827545166|0.0106872702017426|7034.75155020133|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:28.216171
95|ATOMUSDT|1m|BUY|1.0|100.0|7.4645999622345|7.91699995994568|7.53999996185303|0.0|0.0|22.5064392089844|0.0|6934.75155020133|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:28.469296
96|BTCUSDT|1m|BUY|1.0|100.0|34012.85765625|36074.24296875|34356.421875|0.0|0.0|22.69482421875|0.0|6834.75155020133|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:31:35.476654
97|ETHUSDT|1m|BUY|1.0|100.0|1772.93156616211|1880.38196411133|1790.83996582031|0.0|0.0|31.5121994018555|0.0|6734.75155020133|SHORT|2023-11-02 13:31:00.000000|2023-11-02 16:32:00.565499
98|LTCUSDT|1m|BUY|1.0|100.0|67.2210015106201|71.2950016021729|67.9000015258789|0.0|0.0|32.0374908447266|0.0|6634.75155020133|SHORT|2023-11-02 13:31:00.000000|2023-11-02 16:32:06.679761
99|UNIUSDT|30m|SELL|1.5|100.0|4.62230989933014|4.21244990825653|4.55399990081787|4.6269998550415|1.60298533737659|42.9815635681152|0.0160298533737659|6736.3545355387|LONG|2023-11-02 13:00:00.000000|2023-11-02 16:35:40.188176
100|UNIUSDT|15m|SELL|1.0|100.0|4.64802023887634|4.37190022468567|4.60200023651123|4.65199995040894|1.08647784218192|50.0867767333984|0.0108647784218192|6837.44101338089|LONG|2023-11-02 13:15:00.000000|2023-11-02 16:39:37.421144
101|UNIUSDT|15m|BUY|1.0|100.0|4.60350009441376|4.8825001001358|4.65000009536743|0.0|0.0|55.8502044677734|0.0|6737.44101338089|SHORT|2023-11-02 13:15:00.000000|2023-11-02 16:39:44.672414
102|UNIUSDT|1m|SELL|1.0|100.0|4.65912991523743|4.38234992027283|4.61299991607666|4.65999984741211|1.01885823532939|67.269905090332|0.0101885823532939|6838.45987161621|LONG|2023-11-02 13:39:00.000000|2023-11-02 16:40:34.243466
103|UNIUSDT|1m|BUY|1.0|100.0|4.71972985744476|4.43934986591339|4.6729998588562|0.0|0.0|71.0612487792969|0.0|6738.45987161621|LONG|2023-11-02 13:39:00.000000|2023-11-02 16:40:41.708760
104|DOTUSDT|15m|BUY|1.0|100.0|4.54211982250214|4.81739981174469|4.58799982070923|0.0|0.0|40.482608795166|0.0|6638.45987161621|SHORT|2023-11-02 13:30:00.000000|2023-11-02 16:45:07.581758
105|XLMUSDT|15m|BUY|1.0|100.0|0.119987999349833|0.112859999388456|0.11879999935627|0.0|0.0|39.2962303161621|0.0|6538.45987161621|LONG|2023-11-02 13:45:00.000000|2023-11-02 17:00:01.971415
106|LTCUSDT|1h|BUY|1.5|100.0|69.3549518585205|63.2052516937256|68.3300018310547|0.0|0.0|36.7277221679687|0.0|6438.45987161621|LONG|2023-11-02 13:00:00.000000|2023-11-02 17:00:04.573900
107|SOLUSDT|1h|BUY|1.5|100.0|38.9764496994019|42.537749671936|39.5699996948242|0.0|0.0|38.636589050293|0.0|6338.45987161621|SHORT|2023-11-02 13:00:00.000000|2023-11-02 17:00:04.888070
108|XMRUSDT|30m|BUY|1.5|100.0|174.275496902466|158.822497177124|171.699996948242|0.0|0.0|56.8162460327148|0.0|6238.45987161621|LONG|2023-11-02 13:30:00.000000|2023-11-02 17:00:06.572112
109|UNIUSDT|1h|BUY|1.5|100.0|4.7238098025322|4.30494982004166|4.65399980545044|0.0|0.0|57.9362640380859|0.0|6138.45987161621|LONG|2023-11-02 13:00:00.000000|2023-11-02 17:00:07.004677
110|UNIUSDT|30m|BUY|1.5|100.0|4.7238098025322|4.30494982004166|4.65399980545044|0.0|0.0|54.8532752990723|0.0|6038.45987161621|LONG|2023-11-02 13:30:00.000000|2023-11-02 17:00:07.042409
111|SOLUSDT|1h|SELL|1.5|100.0|38.9764496994019|42.537749671936|39.5699996948242|38.9300003051758|1.6173854470253|38.636589050293|0.016173854470253|6140.07725706324|SHORT|2023-11-02 13:00:00.000000|2023-11-02 17:14:35.501403
112|SOLUSDT|1m|SELL|1.0|100.0|39.0753012084961|41.4435012817383|39.4700012207031|39.0400009155273|1.0894357226789|25.3691711425781|0.010894357226789|6241.16669278592|SHORT|2023-11-02 14:13:00.000000|2023-11-02 17:14:36.637806
113|SOLUSDT|1m|BUY|1.0|100.0|38.7287989425659|41.075998878479|39.1199989318848|0.0|0.0|39.8868980407715|0.0|6141.16669278592|SHORT|2023-11-02 14:13:00.000000|2023-11-02 17:14:44.396733
114|UNIUSDT|15m|SELL|1.0|100.0|4.60350009441376|4.8825001001358|4.65000009536743|4.60200023651123|1.03225503116846|55.8502044677734|0.0103225503116846|6242.19894781709|SHORT|2023-11-02 13:45:00.000000|2023-11-02 17:14:54.658806
115|UNIUSDT|15m|BUY|1.0|100.0|4.65205994606018|4.37569994926453|4.60599994659424|0.0|0.0|50.2674560546875|0.0|6142.19894781709|LONG|2023-11-02 14:00:00.000000|2023-11-02 17:15:02.098788
116|SOLUSDT|1m|SELL|1.0|100.0|38.7287989425659|41.075998878479|39.1199989318848|38.7099990844727|1.04805687442422|39.8868980407715|0.0104805687442422|6243.24700469151|SHORT|2023-11-02 14:15:00.000000|2023-11-02 17:16:05.279009
117|SOLUSDT|1m|BUY|1.0|100.0|38.293200302124|40.6140003204346|38.6800003051758|0.0|0.0|32.2514190673828|0.0|6143.24700469151|SHORT|2023-11-02 14:15:00.000000|2023-11-02 17:16:12.548275
118|ATOMUSDT|15m|SELL|1.0|100.0|7.75983008861542|7.29885008335113|7.68300008773804|7.76000022888184|1.00221447646618|35.7763977050781|0.0100221447646618|6244.24921916798|LONG|2023-11-02 14:15:00.000000|2023-11-02 17:32:17.051434
