symbol;interval;estimator;stop_loss;times_regression_profit_and_loss;features;final_value
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];318.5117771694555
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p'];318.92157655485613
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'rsi'];322.0677110488996
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'rsi'];323.82422736802033
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_200p'];325.0472147096618
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p', 'ema_200p'];326.20890396843413
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_quote_asset_volume', 'rsi', 'ema_200p'];326.96409675619253
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_200p'];327.44342817182496
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi'];327.668840444955
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_200p'];329.8364072274783
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume', 'ema_200p'];329.9177172377978
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_200p'];331.7967610945966
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'ema_200p'];334.3263914294017
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'rsi', 'ema_200p'];334.7539074714734
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'rsi', 'ema_24p'];335.32522979904127
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume'];335.7608848181516
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p', 'ema_200p'];338.3844768740062
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_200p'];338.42067204791135
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades'];340.2979415524453
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume'];340.3850105655502
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p'];341.7021071397512
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p'];343.5781547035145
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'ema_24p', 'ema_200p'];343.8743684340268
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p'];345.5905587099031
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_200p'];347.9136558995252
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'rsi', 'ema_24p'];348.2316261722491
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'rsi', 'ema_24p', 'ema_200p'];349.3087807998332
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p', 'ema_200p'];351.30786249546253
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'rsi', 'ema_200p'];351.72000803622655
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p', 'ema_200p'];351.93171725198147
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'ema_200p'];352.818926225158
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'rsi', 'ema_24p', 'ema_200p'];353.67788892723405
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'rsi'];356.2619539111881
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];357.34161591151104
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p'];359.15699223103036
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades'];359.37914587908887
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'rsi', 'ema_200p'];360.74969361772423
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'ema_24p', 'ema_200p'];361.24888234208885
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume'];362.93121899738384
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_quote_asset_volume', 'ema_200p'];364.71608332287707
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'rsi', 'ema_24p'];365.60590746366535
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];366.06174792877573
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi'];367.20325361532133
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_200p'];367.7792000570802
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];368.3497206841687
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_24p', 'ema_200p'];371.72456888973716
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p', 'ema_200p'];372.4227884377269
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'ema_24p', 'ema_200p'];372.871768128519
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];374.1862994848843
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi'];378.04491595433745
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];379.951741619059
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p', 'ema_200p'];380.0724318786895
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];380.34388951039097
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'rsi', 'ema_24p'];381.62175203489596
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'rsi', 'ema_200p'];383.16276995352143
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];384.0811991836234
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];386.9426575082081
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_200p'];387.0742761595725
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume'];387.4718522521206
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];391.87863686567016
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi'];393.30142626123796
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'ema_24p'];398.4919343296372
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p'];399.9848150705205
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];400.70448169403096
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'rsi'];401.10067496029893
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];402.500421800849
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p', 'ema_200p'];403.4296881018721
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p', 'ema_200p'];405.9404436049712
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'rsi'];407.5890561617438
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p'];410.92491514539535
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_200p'];415.28143673704835
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'ema_24p'];416.232826496506
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p', 'ema_200p'];416.74059779625435
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_quote_asset_volume', 'rsi'];417.2956574677729
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];420.08513945354815
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_quote_asset_volume', 'ema_24p'];428.1784278216926
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_200p'];433.08410187755595
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p', 'ema_200p'];454.19041405957404
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi', 'ema_24p', 'ema_200p'];473.68855981103053
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_200p'];479.0886381502346
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'ema_24p'];544.9644959245838
BTCUSDT;1h;knn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p', 'ema_200p'];584.0668449604868
