date;symbol;interval;estimator;fix_imbalance_method;stop_loss;times_regression_profit_and_loss;features;final_value;score
2023-10-17 22:20:11;BTCUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p', 'ema_200p'];89.60076970221462;[CAI_1.0=0.59][ESTAVEL=0.37][SOBE_1.0=0.09]
2023-10-17 22:14:10;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_200p'];96.22779033192226;[CAI_1.0=0.45][ESTAVEL=0.22][SOBE_1.0=0.32]
2023-10-17 22:14:04;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p'];132.2783183581996;[CAI_1.0=0.36][ESTAVEL=0.15][SOBE_1.0=0.46]
2023-10-17 22:14:47;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p', 'ema_200p'];144.182557181465;[CAI_1.0=0.44][ESTAVEL=0.11][SOBE_1.0=0.40]
2023-10-17 22:14:35;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_24p'];244.90738224123115;[CAI_1.0=0.45][ESTAVEL=0.19][SOBE_1.0=0.44]
2023-10-17 22:14:29;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_200p'];256.4159943658731;[CAI_1.0=0.47][ESTAVEL=0.16][SOBE_1.0=0.39]
2023-10-17 22:13:53;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades'];268.3528622306694;[CAI_1.0=0.43][ESTAVEL=0.20][SOBE_1.0=0.42]
2023-10-17 22:29:08;BTCUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p', 'ema_200p'];277.019548119624;[CAI_1.0=0.59][ESTAVEL=0.19][SOBE_1.0=0.26]
2023-10-17 22:15:07;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p', 'ema_200p'];290.5287688911442;[CAI_1.0=0.46][ESTAVEL=0.14][SOBE_1.0=0.43]
2023-10-17 22:14:16;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi'];303.52638962508337;[CAI_1.0=0.42][ESTAVEL=0.21][SOBE_1.0=0.42]
2023-10-17 22:14:41;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_200p'];362.20535647465965;[CAI_1.0=0.41][ESTAVEL=0.23][SOBE_1.0=0.46]
2023-10-17 22:14:23;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];374.2620165149953;[CAI_1.0=0.46][ESTAVEL=0.13][SOBE_1.0=0.45]
2023-10-17 22:14:54;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p'];523.9786537804227;[CAI_1.0=0.43][ESTAVEL=0.15][SOBE_1.0=0.51]
2023-10-17 22:15:13;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_24p', 'ema_200p'];609.5115565475993;[CAI_1.0=0.44][ESTAVEL=0.19][SOBE_1.0=0.48]
2023-10-17 22:13:58;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi'];753.8351567112164;[CAI_1.0=0.37][ESTAVEL=0.20][SOBE_1.0=0.43]
2023-10-17 22:15:20;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p', 'ema_200p'];1220.5331491862482;[CAI_1.0=0.46][ESTAVEL=0.17][SOBE_1.0=0.49]
2023-10-17 22:15:00;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_200p'];1260.7302577654602;[CAI_1.0=0.42][ESTAVEL=0.19][SOBE_1.0=0.49]
