date;symbol;interval;estimator;fix_imbalance_method;stop_loss;times_regression_profit_and_loss;features;final_value;score
2023-10-17 21:59:22;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p'];56.05341331873688;[CAI_1.0=0.56][ESTAVEL=0.10][SOBE_1.0=0.42]
2023-10-17 21:59:14;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_24p'];63.18702143353183;[CAI_1.0=0.56][ESTAVEL=0.12][SOBE_1.0=0.37]
2023-10-17 21:59:03;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_200p'];108.55830632270187;[CAI_1.0=0.41][ESTAVEL=0.14][SOBE_1.0=0.43]
2023-10-17 21:59:19;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p', 'ema_200p'];121.45167829780415;[CAI_1.0=0.51][ESTAVEL=0.08][SOBE_1.0=0.35]
2023-10-17 21:59:01;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p'];129.43837292772042;[CAI_1.0=0.44][ESTAVEL=0.09][SOBE_1.0=0.42]
2023-10-17 21:59:06;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi'];174.08576657810548;[CAI_1.0=0.62][ESTAVEL=0.13][SOBE_1.0=0.27]
2023-10-17 21:58:55;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades'];228.7128912908031;[CAI_1.0=0.63][ESTAVEL=0.13][SOBE_1.0=0.25]
2023-10-17 21:59:28;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p', 'ema_200p'];292.93806322943055;[CAI_1.0=0.59][ESTAVEL=0.10][SOBE_1.0=0.34]
2023-10-17 21:59:09;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];297.35022685818103;[CAI_1.0=0.49][ESTAVEL=0.08][SOBE_1.0=0.48]
2023-10-17 21:58:58;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi'];355.0273687485935;[CAI_1.0=0.34][ESTAVEL=0.15][SOBE_1.0=0.53]
2023-10-17 21:59:11;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_200p'];387.65042402303106;[CAI_1.0=0.60][ESTAVEL=0.12][SOBE_1.0=0.33]
2023-10-17 21:59:17;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_200p'];528.6819418125715;[CAI_1.0=0.45][ESTAVEL=0.15][SOBE_1.0=0.50]
2023-10-17 21:59:33;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p', 'ema_200p'];587.7725878939272;[CAI_1.0=0.58][ESTAVEL=0.12][SOBE_1.0=0.41]
2023-10-17 21:59:25;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_200p'];603.3892253766525;[CAI_1.0=0.61][ESTAVEL=0.14][SOBE_1.0=0.32]
2023-10-17 21:59:30;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_24p', 'ema_200p'];603.5494323365331;[CAI_1.0=0.55][ESTAVEL=0.13][SOBE_1.0=0.36]
