date;symbol;interval;estimator;fix_imbalance_method;stop_loss;times_regression_profit_and_loss;features;final_value;score
2023-10-16 20:46:19;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'number_of_trades', 'ema_200p'];882.0493968023786;[CAI_1.0=0.44][ESTAVEL=0.29][SOBE_1.0=0.40]
2023-10-16 20:09:03;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'rsi'];890.1151728610715;[CAI_1.0=0.35][ESTAVEL=0.33][SOBE_1.0=0.49]
2023-10-16 20:49:32;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'rsi', 'ema_120p'];963.3985169973254;[CAI_1.0=0.56][ESTAVEL=0.28][SOBE_1.0=0.27]
2023-10-16 20:42:33;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'number_of_trades', 'ema_120p'];997.9866745974812;[CAI_1.0=0.34][ESTAVEL=0.25][SOBE_1.0=0.53]
2023-10-16 20:43:18;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'number_of_trades', 'ema_120p'];1036.7394763695552;[CAI_1.0=0.46][ESTAVEL=0.29][SOBE_1.0=0.39]
2023-10-16 20:20:58;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'number_of_trades', 'rsi'];1057.5525240487027;[CAI_1.0=0.08][ESTAVEL=0.23][SOBE_1.0=0.80]
2023-10-16 20:12:40;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'ema_120p'];1198.791941370181;[CAI_1.0=0.49][ESTAVEL=0.28][SOBE_1.0=0.33]
2023-10-16 20:50:09;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'rsi', 'ema_120p'];1227.7694134406624;[CAI_1.0=0.60][ESTAVEL=0.28][SOBE_1.0=0.22]
2023-10-16 20:13:15;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'ema_120p'];1317.243596593475;[CAI_1.0=0.50][ESTAVEL=0.27][SOBE_1.0=0.31]
2023-10-16 20:45:33;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'number_of_trades', 'ema_200p'];1450.3339460969785;[CAI_1.0=0.37][ESTAVEL=0.26][SOBE_1.0=0.52]
2023-10-16 20:21:45;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'number_of_trades', 'rsi'];1469.5436801569465;[CAI_1.0=0.25][ESTAVEL=0.33][SOBE_1.0=0.56]
2023-10-16 20:12:03;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'ema_120p'];1499.419989109159;[CAI_1.0=0.54][ESTAVEL=0.24][SOBE_1.0=0.30]
