date;symbol;interval;estimator;fix_imbalance_method;stop_loss;times_regression_profit_and_loss;features;final_value;score
2023-10-16 20:44:52;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'number_of_trades', 'ema_200p'];286.3017140972827;[CAI_1.0=0.59][ESTAVEL=0.16][SOBE_1.0=0.34]
2023-10-16 20:54:19;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'ema_120p', 'ema_200p'];396.0717549662351;[CAI_1.0=0.44][ESTAVEL=0.24][SOBE_1.0=0.28]
2023-10-16 20:20:13;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'number_of_trades', 'rsi'];399.3658275549236;[CAI_1.0=0.46][ESTAVEL=0.19][SOBE_1.0=0.44]
2023-10-16 20:24:55;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'number_of_trades', 'ema_120p'];460.2281144160991;[CAI_1.0=0.59][ESTAVEL=0.18][SOBE_1.0=0.34]
2023-10-16 20:05:47;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'number_of_trades'];473.57105942683256;[CAI_1.0=0.30][ESTAVEL=0.32][SOBE_1.0=0.49]
2023-10-16 20:08:27;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'rsi'];526.244611838001;[CAI_1.0=0.51][ESTAVEL=0.19][SOBE_1.0=0.43]
2023-10-16 20:09:39;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'rsi'];621.2223824741931;[CAI_1.0=0.43][ESTAVEL=0.36][SOBE_1.0=0.37]
2023-10-16 20:04:27;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'number_of_trades'];678.8794262516603;[CAI_1.0=0.48][ESTAVEL=0.20][SOBE_1.0=0.41]
2023-10-16 20:47:49;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'rsi', 'ema_120p'];697.5836660237811;[CAI_1.0=0.66][ESTAVEL=0.17][SOBE_1.0=0.25]
2023-10-16 20:16:46;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'ema_200p'];705.9779972404267;[CAI_1.0=0.48][ESTAVEL=0.21][SOBE_1.0=0.35]
2023-10-16 20:52:58;BTCUSDT;1m;knn;allknn;1.0;120;['open_time', 'status', 'rsi', 'ema_200p'];782.5094449501688;[CAI_1.0=0.58][ESTAVEL=0.27][SOBE_1.0=0.24]
2023-10-16 20:15:37;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'ema_200p'];793.3055835901688;[CAI_1.0=0.50][ESTAVEL=0.20][SOBE_1.0=0.33]
2023-10-16 20:05:06;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'number_of_trades'];794.260453349839;[CAI_1.0=0.14][ESTAVEL=0.24][SOBE_1.0=0.73]
2023-10-16 20:51:36;BTCUSDT;1m;knn;instancehardnessthreshold;1.0;120;['open_time', 'status', 'rsi', 'ema_200p'];800.2381127483487;[CAI_1.0=0.64][ESTAVEL=0.17][SOBE_1.0=0.26]
2023-10-16 20:52:18;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'rsi', 'ema_200p'];825.4460995517999;[CAI_1.0=0.55][ESTAVEL=0.27][SOBE_1.0=0.28]
2023-10-16 20:16:13;BTCUSDT;1m;knn;repeatededitednearestneighbours;1.0;120;['open_time', 'status', 'ema_200p'];853.2674474425659;[CAI_1.0=0.46][ESTAVEL=0.22][SOBE_1.0=0.37]
