date;symbol;interval;estimator;fix_imbalance_method;stop_loss;times_regression_profit_and_loss;features;final_value;score
2023-10-17 22:01:18;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_200p'];96.29342450417414;[CAI_1.0=0.45][ESTAVEL=0.22][SOBE_1.0=0.32]
2023-10-17 22:01:08;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p'];132.3691623104882;[CAI_1.0=0.36][ESTAVEL=0.15][SOBE_1.0=0.46]
2023-10-17 22:02:37;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p', 'ema_200p'];144.2808999030543;[CAI_1.0=0.44][ESTAVEL=0.11][SOBE_1.0=0.40]
2023-10-17 22:02:11;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_24p'];244.90738224123115;[CAI_1.0=0.45][ESTAVEL=0.19][SOBE_1.0=0.44]
2023-10-17 22:01:58;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_200p'];256.4246479184608;[CAI_1.0=0.47][ESTAVEL=0.16][SOBE_1.0=0.39]
2023-10-17 22:00:45;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades'];268.3528622306694;[CAI_1.0=0.43][ESTAVEL=0.20][SOBE_1.0=0.42]
2023-10-17 22:03:20;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p', 'ema_200p'];290.7269301000398;[CAI_1.0=0.46][ESTAVEL=0.14][SOBE_1.0=0.43]
2023-10-17 22:01:32;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi'];301.9469203243545;[CAI_1.0=0.42][ESTAVEL=0.21][SOBE_1.0=0.42]
2023-10-17 22:02:25;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_200p'];362.45290516050943;[CAI_1.0=0.41][ESTAVEL=0.23][SOBE_1.0=0.46]
2023-10-17 22:01:45;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];373.35179685356036;[CAI_1.0=0.46][ESTAVEL=0.13][SOBE_1.0=0.45]
2023-10-17 22:02:52;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p'];523.9786537804227;[CAI_1.0=0.43][ESTAVEL=0.15][SOBE_1.0=0.51]
2023-10-17 22:03:34;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi', 'ema_24p', 'ema_200p'];609.5115565475993;[CAI_1.0=0.44][ESTAVEL=0.19][SOBE_1.0=0.48]
2023-10-17 22:00:57;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'rsi'];754.9400253881358;[CAI_1.0=0.37][ESTAVEL=0.20][SOBE_1.0=0.43]
2023-10-17 22:03:49;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_24p', 'ema_200p'];1220.5331491862482;[CAI_1.0=0.46][ESTAVEL=0.17][SOBE_1.0=0.49]
2023-10-17 22:03:07;BTCUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'rsi', 'ema_200p'];1260.7302577654602;[CAI_1.0=0.42][ESTAVEL=0.19][SOBE_1.0=0.49]
